query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Inferior temporal gyrus (posterior),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,posterior,0.0,needs_review,superior temporal gyrus,0.604975
Temporal frontal cortex (anterior),rostral division of area 22,HOMBA:10241,0.75894,bm25+fuzzy,anterior   superior temporal cortex,Temporal frontal cortex (anterior),anterior,1.0,needs_review,frontal cortex,0.676739
Temporal frontal cortex (posterior),frontal motor cortex (posterior frontal cortex),HOMBA:AA30009,0.868214,bm25+fuzzy,posterior frontal cortex,Temporal frontal cortex (posterior),posterior,1.0,needs_review,caudal division of area 22,0.754482
Middle temporal gyrus (temporo-occipital),middle temporal gyrus,HOMBA:12141,0.88,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,temporo;occipital;temporo occipital,0.0,needs_review,"fifth visual area (middle temporal area, MT)",0.599193
Inferior temporal gyrus (temporo-occipital),inferior temporal gyrus,HOMBA:12142,0.88,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,temporo;occipital;temporo occipital,0.0,needs_review,inferior occipital gyrus,0.728144
Temporal occipital fusiform cortex,ventrolateral temporal cortex,HOMBA:13324,0.674113,bm25+hierarchy_parent,ventrolateral temporal cortex,Temporal occipital fusiform cortex,,1.0,needs_review,temporal cortex,0.616859
Primary visual cortex,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",HOMBA:10269,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary visual cortex,Primary visual cortex,,1.0,high_confidence,dorsolateral extrastriate occipital cortex,0.9575
Secondary visual cortex,dorsolateral extrastriate occipital cortex,HOMBA:AA30822,0.83465,hierarchy_parent,dorsolateral extrastriate occipital cortex,Secondary visual cortex,,1.0,needs_review,ventromedial extrastriate occipital cortex,0.83465
Visual area V3,"dorsal third visual area (V3D, V3)",HOMBA:AA30824,0.604532,bm25+fuzzy,dorsal third visual area v3,Visual area V3,,1.0,needs_review,sixth visual area,0.264107
Visual area V3A,sixth visual area,HOMBA:AA30020,0.54361,bm25+fuzzy+hierarchy_parent,sixth visual area,Visual area V3A,,1.0,low_confidence,"fifth visual area (middle temporal area, MT)",0.467504
Visual area V3B,sixth visual area,HOMBA:AA30020,0.54361,bm25+fuzzy+hierarchy_parent,sixth visual area,Visual area V3B,,1.0,low_confidence,"fifth visual area (middle temporal area, MT)",0.467504
Visual area V4,sixth visual area,HOMBA:AA30020,0.558971,bm25+fuzzy+hierarchy_parent,sixth visual area,Visual area V4,,1.0,low_confidence,transitional fourth visual area (V4T),0.55
Visual area V6,sixth visual area,HOMBA:AA30020,0.784952,bm25+hierarchy_parent,sixth visual area,Visual area V6,,1.0,needs_review,"sixth visual area V6, part B (area V6)",0.704952
Visual area V6A,sixth visual area,HOMBA:AA30020,0.6675,bm25+fuzzy+hierarchy_parent,sixth visual area,Visual area V6A,,1.0,needs_review,"sixth visual area V6, part B (area V6)",0.5875
Visual area V7,seventh visual area V7,HOMBA:267499179,0.715038,bm25+fuzzy,seventh visual area V7,Visual area V7,,1.0,needs_review,sixth visual area,0.264107
Visual area V8,sixth visual area,HOMBA:AA30020,0.558971,bm25+fuzzy+hierarchy_parent,sixth visual area,Visual area V8,,1.0,low_confidence,"fifth visual area (middle temporal area, MT)",0.480715
Middle temporal area,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,1.0,bm25+exact+fuzzy,Middle temporal area,Middle temporal area,,1.0,high_confidence,dorsolateral temporal cortex,0.8342
Medial superior temporal area,medial superior temporal area,HOMBA:AA30021,1.0,bm25+exact+fuzzy,Medial superior temporal area,Medial superior temporal area,medial,1.0,high_confidence,superior (dorsal) temporal sulcus,0.559713
Fundal superior temporal area,temporal lobe,HOMBA:12139,0.623082,bm25+hierarchy_parent,temporal lobe,Fundal superior temporal area,,1.0,needs_review,medial superior temporal area,0.615103
Area PH,subincertal nucleus (area),HOMBA:AA30351,0.529821,fuzzy,area,Area PH,,1.0,low_confidence,ventral tuberomammillary nucleus (area),0.529821
V4 transitional area,transitional fourth visual area (V4T),HOMBA:AA30818,0.545395,bm25+fuzzy,transitional fourth visual area,V4 transitional area,,1.0,low_confidence,amygdaloid transition areas,0.391388
Primary motor cortex,"primary motor cortex (first motor cortex, area 4, area FA)",HOMBA:10163,1.0,bm25+exact+fuzzy,Primary motor cortex,Primary motor cortex,,1.0,high_confidence,frontal motor cortex (posterior frontal cortex),0.8342
Somatosensory area 3a,somatosensory radiation,HOMBA:AA30495,0.543669,bm25+fuzzy,somatosensory radiation,Somatosensory area 3a,,1.0,low_confidence,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.490042
Somatosensory area 3b,somatosensory radiation,HOMBA:AA30495,0.543669,bm25+fuzzy,somatosensory radiation,Somatosensory area 3b,,1.0,low_confidence,"primary somatosensory cortex (first somatosensory cortex, areas 3,1,2)",0.490042
Somatosensory area 1,area 1 of primary somatosensory cortex,HOMBA:AA30014,0.597131,bm25+fuzzy,area 1 of somatosensory cortex,Somatosensory area 1,,1.0,low_confidence,subareas of primary somatosensory cortex,0.582333
Somatosensory area 2,area 2 of primary somatosensory cortex,HOMBA:AA30015,0.597131,bm25+fuzzy,area 2 of somatosensory cortex,Somatosensory area 2,,1.0,low_confidence,subareas of primary somatosensory cortex,0.582333
Frontal eye field,frontal eye field of premotor cortex,HOMBA:AA30010,0.616698,bm25+fuzzy,frontal eye field of premotor cortex,Frontal eye field,,1.0,needs_review,frontal lobe,0.303588
Premotor eye field,frontal eye field of premotor cortex,HOMBA:AA30010,0.552086,bm25+fuzzy,frontal eye field of premotor cortex,Premotor eye field,,1.0,low_confidence,prerubral field (field H3),0.250413
Area 55b,area 55b of premotor cortex,HOMBA:AA30011,0.467534,bm25+fuzzy,area 55b of premotor cortex,Area 55b,,1.0,low_confidence,,
Premotor area 6a,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.497602,bm25+fuzzy,premotor cortex,Premotor area 6a,,1.0,low_confidence,area 55b of premotor cortex,0.403399
Premotor area 6v,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.497602,bm25+fuzzy,premotor cortex,Premotor area 6v,,1.0,low_confidence,area 55b of premotor cortex,0.403399
Premotor area 6d,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.497602,bm25+fuzzy,premotor cortex,Premotor area 6d,,1.0,low_confidence,area 55b of premotor cortex,0.403399
Premotor area 6m,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.497602,bm25+fuzzy,premotor cortex,Premotor area 6m,,1.0,low_confidence,area 55b of premotor cortex,0.403399
Premotor area 6r,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.497602,bm25+fuzzy,premotor cortex,Premotor area 6r,,1.0,low_confidence,area 55b of premotor cortex,0.403399
Premotor area 6mp,"premotor cortex (area 6, area FB, secondary motor cortex)",HOMBA:10168,0.490129,bm25+fuzzy,premotor cortex,Premotor area 6mp,,1.0,low_confidence,area 55b of premotor cortex,0.39859
Prefrontal area 8Av,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8Av,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 8Ad,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8Ad,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 8BL,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8BL,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 8BM,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8BM,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 8C,prefrontal cortex,HOMBA:10172,0.479662,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 8C,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456245
Prefrontal area 9-46v,intermediate division of DFC (area 9/46),HOMBA:10181,0.544428,bm25+fuzzy,area 9,Prefrontal area 9-46v,,1.0,low_confidence,"rostrodorsal division of DFC (area 9, DFCd)",0.544428
Prefrontal area 9-46d,intermediate division of DFC (area 9/46),HOMBA:10181,0.544428,bm25+fuzzy,area 9,Prefrontal area 9-46d,,1.0,low_confidence,"rostrodorsal division of DFC (area 9, DFCd)",0.544428
Prefrontal area 46,"rostroventral division of DFC (area 46, DFCv)",HOMBA:10184,0.628609,bm25+fuzzy+hierarchy_parent,area 46,Prefrontal area 46,,1.0,needs_review,dorsolateral prefrontal cortex,0.609404
Prefrontal area 47s,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47s,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 47m,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47m,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 47l,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47l,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 47r,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 47r,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 9a,prefrontal cortex,HOMBA:10172,0.479662,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9a,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456245
Prefrontal area 9m,prefrontal cortex,HOMBA:10172,0.479662,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9m,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456245
Prefrontal area 9p,prefrontal cortex,HOMBA:10172,0.479662,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 9p,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.456245
Prefrontal area 10d,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 10d,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 10r,prefrontal cortex,HOMBA:10172,0.472638,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 10r,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.449779
Prefrontal area 10pp,prefrontal cortex,HOMBA:10172,0.466038,bm25+fuzzy+hierarchy_parent,prefrontal cortex,Prefrontal area 10pp,,1.0,low_confidence,anterior cingulate  cortex (ventromedial prefrontal cortex),0.443713
Frontal area SFL,frontal lobe,HOMBA:12113,0.578925,bm25+fuzzy+hierarchy_parent,frontal lobe,Frontal area SFL,,1.0,low_confidence,frontal pole,0.498925
Retrosplenial cortex,retrosplenial cortex,HOMBA:10324,1.0,bm25+exact+fuzzy+hierarchy_parent,Retrosplenial cortex,Retrosplenial cortex,,1.0,high_confidence,"agranular retrosplenial cortex (area 30, RSag)",0.854167
Posterior opercular area POS2,caudal (posterior) branch of anterior commissure,HOMBA:AA30485,0.639344,bm25+fuzzy,posterior,Posterior opercular area POS2,posterior,1.0,needs_review,caudal (posterior) extramural migratory stream,0.639344
Lateral intraparietal area (ventral),lateral subdivision of area 7,HOMBA:267498979,0.578664,bm25+fuzzy,intraparietal subdivision of area 7,Lateral intraparietal area (ventral),ventral;lateral,0.5,modifier_conflict,parvicellular (ventral) division of BL,0.572335
Lateral intraparietal area (dorsal),"dorsal raphe nucleus, lateral division",HOMBA:12227,0.612761,bm25+fuzzy,"dorsal raphe nucleus, lateral division",Lateral intraparietal area (dorsal),dorsal;lateral,1.0,needs_review,"lateral parabrachial nucleus, dorsal division",0.608498
Ventral intraparietal area,ventral tegmental area,HOMBA:12261,0.641675,bm25+fuzzy,ventral tegmental area,Ventral intraparietal area,ventral,1.0,needs_review,anterior (ventral /principal) pretectal nucleus,0.637342
Anterior intraparietal area,anterior commissure,HOMBA:10559,0.628671,bm25+hierarchy_parent,anterior commissure,Anterior intraparietal area,,1.0,needs_review,"lobule II (central lobule and wing, anterior part)",0.554277
Primary auditory cortex,"primary auditory cortex (first auditory cortex, auditory core region)",HOMBA:10236,1.0,bm25+exact+fuzzy+hierarchy_parent,Primary auditory cortex,Primary auditory cortex,,1.0,high_confidence,dorsolateral temporal cortex,0.97
Temporal area TE1a,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.546003,bm25+fuzzy,middle temporal area,Temporal area TE1a,,1.0,low_confidence,dorsolateral temporal cortex,0.538363
Temporal area TE1m,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.546003,bm25+fuzzy,middle temporal area,Temporal area TE1m,,1.0,low_confidence,dorsolateral temporal cortex,0.538363
Temporal area TE1p,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.546003,bm25+fuzzy,middle temporal area,Temporal area TE1p,,1.0,low_confidence,dorsolateral temporal cortex,0.538363
Temporal area TE2a,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.546003,bm25+fuzzy,middle temporal area,Temporal area TE2a,,1.0,low_confidence,dorsolateral temporal cortex,0.538363
Cingulate area 23c,cingulate subdivision of area 5,HOMBA:10217,0.492396,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 23c,,1.0,low_confidence,cingulate cortex,0.447032
Cingulate area 23d,cingulate subdivision of area 5,HOMBA:10217,0.492396,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 23d,,1.0,low_confidence,cingulate cortex,0.447032
Cingulate area 31a,cingulate subdivision of area 5,HOMBA:10217,0.492396,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 31a,,1.0,low_confidence,cingulate cortex,0.447032
Cingulate area a24,cingulate subdivision of area 5,HOMBA:10217,0.492396,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area a24,,1.0,low_confidence,cingulate cortex,0.447032
Cingulate area p24,cingulate subdivision of area 5,HOMBA:10217,0.492396,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area p24,,1.0,low_confidence,cingulate cortex,0.447032
Insular area FOP1,insular lobe,HOMBA:12176,0.546563,bm25+fuzzy+hierarchy_parent,insula,Insular area FOP1,,1.0,low_confidence,major insular cortex,0.423976
Insular area FOP2,insular lobe,HOMBA:12176,0.546563,bm25+fuzzy+hierarchy_parent,insula,Insular area FOP2,,1.0,low_confidence,major insular cortex,0.423976
Insular area FOP3,insular lobe,HOMBA:12176,0.546563,bm25+fuzzy+hierarchy_parent,insula,Insular area FOP3,,1.0,low_confidence,major insular cortex,0.423976
Insular area FOP4,insular lobe,HOMBA:12176,0.546563,bm25+fuzzy+hierarchy_parent,insula,Insular area FOP4,,1.0,low_confidence,major insular cortex,0.423976
Insular area FOP5,insular lobe,HOMBA:12176,0.546563,bm25+fuzzy+hierarchy_parent,insula,Insular area FOP5,,1.0,low_confidence,major insular cortex,0.423976
Retroinsular cortex,retroinsular cortex,HOMBA:13323,1.0,bm25+exact+fuzzy,Retroinsular cortex,Retroinsular cortex,,1.0,high_confidence,dorsolateral temporal cortex,0.279372
Posterior insular area,caudal (posterior) branch of anterior commissure,HOMBA:AA30485,0.739318,bm25+fuzzy,posterior,Posterior insular area,posterior,1.0,needs_review,caudal (posterior) extramural migratory stream,0.739318
Anterior ventral insular area,anterior (ventral) spinal artery,HOMBA:AA30890,0.717423,bm25+fuzzy,anterior (ventral) spinal artery,Anterior ventral insular area,ventral,1.0,needs_review,anterior (ventral /principal) pretectal nucleus,0.644914
Medial insular area,medial division of orbitofrontal insular cortex,HOMBA:AA30006,0.648199,bm25+fuzzy,medial division of orbitofrontal insular cortex,Medial insular area,medial,1.0,needs_review,fastigial (medial) nucleus,0.374774
Frontoinsular area,insular lobe,HOMBA:12176,0.4375,fuzzy,insula,Frontoinsular area,,1.0,low_confidence,subincertal nucleus (area),0.304583
Parietal area IP0,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area IP0,,1.0,low_confidence,parietal operculum,0.493394
Parietal area IP1,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area IP1,,1.0,low_confidence,parietal operculum,0.493394
Parietal area IP2,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area IP2,,1.0,low_confidence,parietal operculum,0.493394
Parietal area PFt,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PFt,,1.0,low_confidence,"rostral division of IPC (IPCr, area 40, area PF)",0.496324
Parietal area PF,"rostral division of IPC (IPCr, area 40, area PF)",HOMBA:10226,0.660848,bm25+fuzzy,area PF,Parietal area PF,,1.0,needs_review,parietal lobe,0.580077
Parietal area PFm,parietal lobe,HOMBA:12131,0.583394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PFm,,1.0,low_confidence,parietal operculum,0.503394
Parietal area PFcm,parietal lobe,HOMBA:12131,0.586571,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PFcm,,1.0,low_confidence,parietal operculum,0.506571
Parietal area PFop,parietal lobe,HOMBA:12131,0.585182,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PFop,,1.0,low_confidence,parietal operculum,0.505182
Parietal area PGi,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PGi,,1.0,low_confidence,parietal operculum,0.493394
Parietal area PGs,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PGs,,1.0,low_confidence,parietal operculum,0.493394
Parietal area PGp,parietal lobe,HOMBA:12131,0.573394,bm25+fuzzy+hierarchy_parent,parietal lobe,Parietal area PGp,,1.0,low_confidence,parietal operculum,0.493394
Temporal area STGg,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.541845,bm25+fuzzy,middle temporal area,Temporal area STGg,,1.0,low_confidence,dorsolateral temporal cortex,0.534787
Temporal area PSL,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.554306,bm25+fuzzy,middle temporal area,Temporal area PSL,,1.0,low_confidence,dorsolateral temporal cortex,0.545503
Temporal area STSdp,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.533888,bm25+fuzzy,middle temporal area,Temporal area STSdp,,1.0,low_confidence,dorsolateral temporal cortex,0.527943
Temporal area STSda,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.533888,bm25+fuzzy,middle temporal area,Temporal area STSda,,1.0,low_confidence,dorsolateral temporal cortex,0.527943
Temporal area STSva,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.533888,bm25+fuzzy,middle temporal area,Temporal area STSva,,1.0,low_confidence,dorsolateral temporal cortex,0.527943
Temporal area STSvp,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.533888,bm25+fuzzy,middle temporal area,Temporal area STSvp,,1.0,low_confidence,dorsolateral temporal cortex,0.527943
Temporal area TF,lateral division of PHC (area TF),HOMBA:10260,0.568329,bm25+fuzzy,area TF,Temporal area TF,,1.0,low_confidence,"fifth visual area (middle temporal area, MT)",0.56756
Temporal area TGd,"fifth visual area (middle temporal area, MT)",HOMBA:267499039,0.554306,bm25+fuzzy,middle temporal area,Temporal area TGd,,1.0,low_confidence,dorsolateral temporal cortex,0.545503
Entorhinal cortex,entorhinal cortex,HOMBA:10317,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal cortex,Entorhinal cortex,,1.0,high_confidence,lamination of entorhinal cortex,0.765457
Presubiculum,presubiculum (presubicular cortex),HOMBA:10315,1.0,bm25+exact+fuzzy+hierarchy_parent,Presubiculum,Presubiculum,,1.0,high_confidence,caudal (dorsal) presubiculum (postsubiculum),0.676118
Parahippocampal area PeEc,parahippocampal gyrus,HOMBA:12162,0.496577,bm25+fuzzy+hierarchy_parent,parahippocampal gyrus,Parahippocampal area PeEc,,1.0,low_confidence,cingulate-parahippocampal isthmus,0.481551
Hippocampal formation,hippocampal formation,HOMBA:12170,1.0,bm25+exact+fuzzy,Hippocampal formation,Hippocampal formation,,1.0,high_confidence,hippocampal commissure,0.27719
Paracentral area 5L,"paracentral lobule, rostral part",HOMBA:12126,0.473494,bm25+fuzzy,"paracentral lobule, rostral part",Paracentral area 5L,,1.0,low_confidence,"rostral division of SPC (area 5, area PE)",0.424342
Paracentral area 5mv,"paracentral lobule, rostral part",HOMBA:12126,0.468572,bm25+fuzzy,"paracentral lobule, rostral part",Paracentral area 5mv,,1.0,low_confidence,paracentral nucleus of thalamus,0.414281
Paracentral area 5m,"paracentral lobule, rostral part",HOMBA:12126,0.473494,bm25+fuzzy,"paracentral lobule, rostral part",Paracentral area 5m,,1.0,low_confidence,"rostral division of SPC (area 5, area PE)",0.424342
Cingulate area 24dd,cingulate subdivision of area 5,HOMBA:10217,0.487422,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 24dd,,1.0,low_confidence,cingulate cortex,0.440129
Cingulate area 24dv,cingulate subdivision of area 5,HOMBA:10217,0.487422,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 24dv,,1.0,low_confidence,cingulate cortex,0.440129
Area 43,caudal division of subcentral cortex (area 43),HOMBA:AA30017,1.0,bm25+exact+fuzzy,Area 43,Area 43,,1.0,high_confidence,rostral division of subcentral cortex (area 43),1.0
Opercular area OP1,opercular subdivision of area 44,HOMBA:266441161,0.520183,bm25+fuzzy,opercular subdivision of area 44,Opercular area OP1,,1.0,low_confidence,subincertal nucleus (area),0.304583
Opercular area OP2-3,opercular subdivision of area 44,HOMBA:266441161,0.488444,bm25+fuzzy,opercular subdivision of area 44,Opercular area OP2-3,,1.0,low_confidence,subincertal nucleus (area),0.29025
Opercular area OP4,opercular subdivision of area 44,HOMBA:266441161,0.527183,bm25+fuzzy,opercular subdivision of area 44,Opercular area OP4,,1.0,low_confidence,subincertal nucleus (area),0.304583
Area 52,parainsular cortex (area 52),HOMBA:10267,1.0,bm25+exact+fuzzy,Area 52,Area 52,,1.0,high_confidence,,
