structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
paraventricular nucleus,paraventricular nucleus,Mouse,PM37084406,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paraventricular thalamic nucleus,paraventricular thalamic nucleus,Mouse,PM38748575,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvafox nucleus,parvafox nucleus,Mouse,PM35486186,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBC,pre-Bötzinger complex,Mouse,PM36861823,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pBLA,posterior basolateral amygdala,Mouse,PM37952812,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PER,perirhinal cortex,Mouse,PM35396593,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Periaqueductal grey,periaqueductal grey,Human,PM39340562,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeriV,peritrigeminal area,Mouse,PM41673392,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
piriform area,piriform area,Mouse,PM40250719,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
POm-FO,first-order subdivision of POm,Mouse,PM32620835,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine reticular formation,pontine reticular formation,Macaque,PM37723869,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine tegmentum,pontine tegmentum,Cat,PM37000205,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
POST,postsubiculum,,PM41959300,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior caudate,posterior caudate,Human,PM41996661,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior cerebellar lobe,posterior cerebellar lobe,,PM41235506,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior complex (PO),posterior complex,,PM35292976,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior parietal thalamus,posterior parietal thalamus,,PM37304427,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior striatum,posterior striatum,Mouse,PM36504042,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior thalamic nucleus,,,PM38104256,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior thalamus (pulvinar),posterior thalamus (pulvinar),,PM34857797,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pPaHC,posterior parahippocampal gyrus,,PM37244076,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pPir,posterior piriform cortex,Mouse,PM39071445,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrC,precommisural nucleus,Rat,PM38963696,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pretectal area,pretectal area,Rat,PM39170852,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PRF,pontine reticular formation,Mouse,PM40169544,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
primary afferent central terminal,primary afferent central terminal,Mouse,PM37464016,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pStr,putamen,Mouse,PM40455919,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVHd,descending division of the paraventricular hypothalamus,,PM40090880,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVHmid,paraventricular hypothalamus midpoint,Mouse,PM39209992,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVp,posterior part of the paraventricular nucleus,,PM40090880,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVTa,anterior part of PVT,Rat,PM39868339,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
R-Otha,Right occipital thalamus,,PM36088305,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe magnus nucleus,raphe magnus nucleus,Mouse,PM41824792,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rECIC,rostral external cortex of inferior colliculus,,PM42182250,2,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.9633
Ret,reticular nucleus,,PM34665323,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
reticular formation nuclei,reticular formation nuclei,,PM34542410,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
retrorubral field,retrorubral field,Mouse,PM39647176,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RH,rhomboid thalamic nucleus,,PM40343331,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rhinal cortex,rhinal cortex,Macaque,PM39658838,2,2,non_neocortex,suitable,,no,non_neocortex,flash,high,0.89
right globus pallidus,right globus pallidus,,PM42130753,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right inferior ventral striatum,,Human,PM37756204,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right pontine nucleus,right pontine nucleus,,PM39654423,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right posterior parahippocampal gyrus,parahippocampal gyrus,,PM33095382,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right PPtha,right posterior parietal thalamus,Human,PM42127800,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right pre-motor thalamic ROI,,,PM33061917,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right PuA nuclei,pulvinar anterior nuclei,Human,PM41507470,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right rostral ventral putamen,,,PM34727171,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right sensory thalamic ROI,,,PM33061917,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rmCD,rostromedial caudate,Macaque,PM40374560,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ROb,nucleus raphe obscurus,Mouse,PM36752606,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral cuneiform nucleus,rostral cuneiform nucleus,,PM33543768,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral medullary raphe,rostral medullary raphe,,PM42120179,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral pontine nuclei,rostral subarea of the pontine nuclei,Mouse,PM37025843,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral ventrolateral medulla of the brainstem,rostral ventrolateral medulla,Rat,PM32434910,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RP3V,rostral periventricular preoptic area,Mouse,PM35992143,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RPC,parvicellular part of the red nucleus,Mouse,PM41840687,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rPO,rostral preoptic area,Rat,PM35711244,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RtTg,reticulotegmental nucleus of the pons,,PM41840687,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SC-d,,,PM39170852,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SCA,superior colliculus anterior,Pig,PM42133082,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SCig,superior colliculus intermediate gray,,PM33116307,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
secondary octaval nucleus,,,PM38289191,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
sensorimotor striatum,sensorimotor striatum,Human,PM39197940,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Sep,septum,Mouse,PM42133082,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
septal nuclei,septal nuclei,Mouse,PM39218973,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SFi,septofimbrial nucleus,,PM41840687,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SGS,stratum griseum superficiale,,PM39170852,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
simple lobule,simple lobule,,PM38289187,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SMN,supramammillary nucleus,Mouse,PM39251354,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SolV,ventral part of the nucleus of the solitary tract,,PM35486186,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SPA,subparaventricular zone,,PM40093135,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal cord (C5),spinal cord,Mouse,PM34973965,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal cord (T9),spinal cord,Mouse,PM34973965,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal cord DH,dorsal horn,Mouse,PM38238800,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
spinal gray matter,spinal gray matter,Rat,PM40334752,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SPTg,subpeduncular tegmental,Mouse,PM39041701,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SPVe,superior vestibular nucleus pars externa,,PM39484622,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SRF,superior reticular formation,,PM41236357,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
striatum (CINs),striatum (cholinergic interneurons),Mouse,PM36147730,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
striosome compartment,striosome compartment in the anterior striatum,,PM34276282,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SUBdd_1,,,PM41959300,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SUBdv_1,,,PM41959300,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SUBv,ventral subiculum,Mouse,PM34928938,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SupCol,superior colliculus,Mouse,PM36824753,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
superior thalamus,superior thalamus,,PM40608009,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
superior vestibular nucleus,superior vestibular nucleus,Mouse,PM38887205,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Suprachiasmatic nucleus,suprachiasmatic nucleus,,PM34139240,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
suprageniculate nucleus,suprageniculate nucleus,Human,PM39887155,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SupV,,Mouse,PM33904410,2,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.8867
sVc,spinal trigeminal nucleus pars caudalis,,PM33598920,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SVN,superior vestibular nucleus,Macaque,PM39440253,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
TF,parahippocampal area TF,Macaque,PM41878825,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
thalamic paraventricular nucleus,,Rat,PM38811166,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
trochlear nucleus,trochlear nucleus,,PM33715169,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
TSS,superficial nucleus of the torus semicircularis,,PM41108202,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
tuberal region,tuberal region,Mouse,PM37029761,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VAVL,ventral anterior-ventral lateral thalamus,Rat,PM35461830,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vCA3,ventral CA3,Mouse,PM40585201,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VeCb,vestibulocerebellum,Mouse,PM39345450,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral anterior nucleus,ventral anterior nucleus,Human,PM42427647,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral complex,,Human,PM37858906,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral DG,ventral dentate gyrus,Mouse,PM37312626,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral horn of the spinal cord,ventral horn of the spinal cord,Human,PM41239130,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral lateral nucleus,ventral group of lateral nucleus,Human,PM36966483,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral MEC,ventral medial entorhinal cortex,,PM36680772,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral non-lemniscal auditory thalamus,ventral part of the non-lemniscal auditory thalamus,Mouse,PM35312957,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral posterolateral thalamic nucleus,ventral posterolateral thalamic nucleus,Rat,PM40464272,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventral respiratory group,ventral respiratory group,Macaque,PM37723869,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventro-lateral anterior complex,ventro-lateral anterior complex,Human,PM40288703,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventrobasal complex (VB),ventrobasal complex,,PM35292976,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventrolateral periaqueductal gray,ventrolateral subdivision of periaqueductal gray,Mouse,PM42054363,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventrolateral SNR,,Mouse,PM40832125,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventrolateral striatum,ventrolateral sector of mid striatum,Mouse,PM40470211,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventrolateral thalamus,ventrolateral thalamus,Human,PM41235506,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ventromedial thalamic nucleus,ventromedial thalamic nucleus,,PM38104256,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vermal lobules (I-VII),vermal lobules (I-VII),,PM34551311,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vermis,vermis,Rat,PM41239130,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vHPC NPY-INs,neuropeptide Y-expressing interneurons in the ventral hippocampus,,PM41720092,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VIM thalamus,ventral intermediate thalamus,,PM39592428,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vIPN,ventral subnucleus of the interpeduncular nucleus,,PM41236357,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vlBNST,ventral lateral bed nucleus of the stria terminalis,Mouse,PM40919635,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VLG-l,lateral part of the ventral lateral geniculate nucleus,Mouse,PM36583448,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vmCAU,,,PM32541059,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Vmes,mesencephalic trigeminal nucleus,Mouse,PM33731966,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VMHvl,ventrolateral division of the ventromedial nucleus of the hypothalamus,Rat,PM33482312,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vmNAcSh,ventromedial nucleus accumbens shell,Rat,PM34032911,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VMPO,ventromedial preoptic,,PM34281980,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VP GABA,ventral pallidum GABA,Mouse,PM37414552,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Vpdm,ventral posteromedial thalamus,Mouse,PM36605612,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VPL thalamus,ventral posterolateral thalamus,Mouse,PM34648327,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VPM-POm,ventral posteromedial-paralaemniscal thalamus,Rat,PM38457332,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VPO,ventral paraolivary nucleus,,PM42182250,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VPS,ventral posterosuperior thalamus,Galago,PM36117273,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
vPul,ventral pulvinar,,PM36897881,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VTA PBP,ventral tegmental area parabrachial nucleus,Mouse,PM36434727,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
VTA PN,ventral tegmental area paranigral nucleus,Mouse,PM36434727,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Vv,ventral nucleus,,PM41280123,2,2,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.6667
Yd,Y-group,Macaque,PM33083961,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ZIC,caudal zona incerta,Mouse,PM42455384,2,2,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ZIm,medial zona incerta,Mouse,PM41319286,2,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
a-dmCPu,anterior dorsomedial caudate–putamen,Rat,PM40309888,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A-DMS,anterior dorsomedial striatum,Mouse,PM40161810,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A11,A11 nucleus,,PM37522391,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A24a,A24a,,PM39614717,1,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.7167
A24b,A24b,,PM39614717,1,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.7167
A2A-SPN,,Mouse,PM34348999,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A35,,Macaque,PM38746103,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.95
A5 area,A5 area,,PM39647176,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A6,A6 (locus coeruleus),,PM36271640,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
A8,retrorubral field,Primate,PM38293165,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AAA,anterior amygdaloid area,,PM38736977,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
aBA,anterior basolateral amygdala,Mouse,PM32601096,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ABN,abducens nucleus,,PM33511641,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
aBST,anterior bed nucleus of the stria terminalis,Rat,PM33600828,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Acb dorsal pole,nucleus accumbens dorsal pole,,PM42133082,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
accessory optic system,accessory optic system,,PM40911558,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
accumbens core,nucleus accumbens core,,PM34032911,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
accumbens nucleus shell,accumbens nucleus shell,,PM32973466,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
accumbens shell,accumbens shell,Mouse,PM35303367,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AHiPM,amygdalo-hippocampal transition area,Mouse,PM36736416,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
alBNST,,Mouse,PM36861029,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ALH,anterior lateral hypothalamic area,Mouse,PM42455384,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
all spinal laminae except lamina X,all spinal laminae except lamina X,,PM40334752,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ambiguus nucleus,ambiguus nucleus,Mouse,PM37348822,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
amBNST,,Mouse,PM36861029,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
aMeA,,,PM37775310,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Amyg,amygdala,Mouse,PM33338423,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
amygdala complex,amygdala complex,Mouse,PM36182026,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
amygdala-hippocampus complex,,Human,PM41966229,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
amygdalar nuclei,amygdalar nuclei,Mouse,PM34117229,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Amygdaloid region,Amygdaloid region,Rat,PM40686530,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior ATN,anterior anterior thalamic nucleus,Mouse,PM37461601,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior BNST,anterior bed nucleus of the stria terminalis,,PM40484173,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior cerebellum,anterior cerebellum,Human,PM39867412,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior dorsal thalamus,,,PM40579424,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior hippocampus,anterior hippocampus,Human,PM33830508,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior interposed nucleus,anterior interposed nucleus,,PM37000205,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior ITC nucleus,,,PM37775310,1,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.6167
anterior NTS,anterior nucleus tractus solitarius,,PM35838792,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior pole striatum,anterior pole of striatum,Mouse,PM32553154,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior striatum,anterior striatum,,PM34718460,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior subiculum,,Macaque,PM35304264,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior thalamic nucleus,anterior thalamic nucleus,Human,PM34766648,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterior to central portions of the claustrum complex,anterior to central portions of the claustrum complex,,PM41212268,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
antero-ventral thalamus,antero-ventral thalamus,,PM40674213,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterodorsal LH,anterodorsal lateral hypothalamus,Mouse,PM39233365,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterodorsal striatum,anterodorsal sector of striatum,Mouse,PM32553154,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterodorsal thalamic nucleus,anterodorsal thalamic nucleus,,PM32964131,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anterodorsal VPM,anterodorsal ventral posteromedial subnucleus,,PM39197940,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteromedial nuclei,anteromedial nuclei of the thalamus,Mouse,PM35895812,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteromedial thalamic nuclei,anteromedial thalamic nuclei,Rat,PM32753513,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteromedial thalamic nucleus,anteromedial thalamic nucleus,,PM40464272,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteroventral cochlear nucleus,,Rat,PM37621862,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteroventral periventricular nucleus,anteroventral periventricular nucleus,Mouse,PM34346492,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
anteroventral thalamic nuclei,anteroventral thalamic nuclei,Rat,PM32753513,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AONpE,anterior olfactory nucleus pars externa,,PM36902010,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
aPVH,hypothalamic anterior parvocellular paraventricular nucleus,,PM34281980,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
arcuate hypothalamic nucleus,arcuate hypothalamic nucleus,Mouse,PM37348822,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
area 30,,,PM41878825,1,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.7833
ARN NPY,arcuate nucleus NPY,Mouse,PM33094210,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
auditory midbrain,,,PM35985362,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AudTRN,auditory sector of thalamic reticular nucleus,Mouse,PM34168153,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AVDM nucleus,anteroventral dorsomedial nucleus,,PM32964131,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
AVPe,anteroventral periventricular nucleus,,PM32973466,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
B,basal nucleus,,PM32973466,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Barrington nucleus,Barrington nucleus,Mouse,PM34344259,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal amygdalar complex,basal amygdalar complex,Macaque,PM34903572,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal ganglia nuclei,basal ganglia,,PM33177086,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal nucleus of amygdala,basal nucleus of amygdala,Rat,PM35587596,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basal pontine nuclei,basal pontine nuclei,,PM34088841,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basilar pontine nuclei,,,PM34611777,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basis pontis,basis pontis,Human,PM33029116,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basolateral amygdalar nucleus,basolateral amygdalar nucleus,Mouse,PM41058064,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basolateral nucleus of amygdala,basolateral nucleus of amygdala,Mouse,PM32424057,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basomedial amygdala,basomedial amygdala,Mouse,PM37775310,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
basomedial amygdalar nucleus,basomedial amygdalar nucleus,Mouse,PM41058064,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bed nuclei of stria terminalis,bed nucleus of stria terminalis,,PM34611777,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BF cholinergic nuclei,basal forebrain cholinergic nuclei,Rat,PM36583474,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
BGMT GABAergic interneurons,basal ganglia-receiving ventral motor thalamic territory GABAergic interneurons,Macaque,PM32337749,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral anterior thalami,bilateral anterior thalami,Human,PM34126289,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral cerebellar posterior lobe,,Human,PM37756204,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral dorsal caudal putamen,,Human,PM37756204,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral ENT,bilateral entorhinal area,,PM33935658,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral putamen,bilateral putamen,Macaque,PM39174504,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral Thal,bilateral thalamus,Human,PM34609038,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
bilateral thalamus,thalamus,Human,PM32736326,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
