structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
right postcentral gyrus,postcentral gyrus – area 2,Human,PM42252837,2,2,neocortex,suitable,,no,neocortex,rule,high,0.99
right primary motor cortex,right primary motor cortex,Human,PM40131525,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9967
right superior parietal gyrus,,Human,PM41352082,2,1,neocortex,suitable,,no,neocortex,rule,high,0.98
right TP,,,PM39103495,2,1,neocortex,suitable,,no,neocortex,rule,high,0.8833
rostral 6M,6M,,PM34255833,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
rostral motor area,,,PM34999565,2,1,neocortex,suitable,,no,neocortex,rule,high,1.0
S1-HL,primary somatosensory cortex hindlimb area,Mouse,PM40202848,2,2,neocortex,suitable,,no,neocortex,rule,high,0.98
sACC,subgenual anterior cingulate cortex,,PM34276282,2,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9533
secondary visual cortex,secondary visual cortex,Mouse,PM40475427,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9667
sensorimotor,sensorimotor cortex,Human,PM33222299,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
sensorimotor cortices,sensorimotor cortices,Human,PM35265840,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9667
SII,secondary somatosensory area,Mouse,PM37539042,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
SOG,superior occipital gyrus,,PM41493598,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
somatomotor,somatomotor cortex,Mouse,PM34117229,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
somatomotor areas,somatomotor areas,,PM38801564,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9667
somatomotor cortex,somatomotor cortex,Rat,PM34279492,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9667
somatosensory,somatosensory cortex,Mouse,PM34117229,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
superior frontal gyrus (F1),superior frontal gyrus (F1),Human,PM33338201,2,1,neocortex,suitable,,no,neocortex,rule,high,0.97
superior parietal gyrus,superior parietal gyrus,Human,PM38083210,2,2,neocortex,suitable,,no,neocortex,rule,high,0.97
superior temporal gyrus,superior temporal gyrus,Human,PM36115054,2,2,neocortex,suitable,,no,neocortex,rule,high,0.96
supplementary motor cortex,supplementary motor cortex,Human,PM34718460,2,2,neocortex,suitable,,no,neocortex,rule,high,0.96
supramarginal gyrus,supramarginal gyrus,,PM42130753,2,2,neocortex,suitable,,no,neocortex,rule,high,0.96
unimodal cortices,unimodal cortices,Human,PM37532129,2,1,neocortex,suitable,,no,neocortex,rule,high,0.95
V5,extrastriate cortex (V5),Human,PM33399415,2,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
ventral anterior cingulate,,Marmoset,PM34999565,2,2,neocortex,suitable,,yes,non_neocortex,flash,high,0.9167
VISa,anterolateral visual area,,PM36228099,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9933
VISam,anteromedial visual cortex,Mouse,PM40667970,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9933
VISrl,rostrolateral visual area,,PM36228099,2,2,neocortex,suitable,,no,neocortex,rule,high,0.9933
Wernicke's area,Wernicke's area,Human,PM32620531,2,1,neocortex,suitable,,no,neocortex,rule,high,0.95
1P-CFA,primary forelimb area (1P-CFA),Mouse,PM34348983,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
23c,,,PM34039649,1,1,neocortex,suitable,,no,neocortex,flash,medium,0.785
24b,anterior cingulate cortex (ACC) Cg1 (24b),Mouse,PM38160873,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9667
2P-CFA,secondary forelimb area (2P-CFA),Mouse,PM34348983,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
4,,,PM41542588,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
46v,,,PM41405705,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
A20,area 20,Cat,PM38753019,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
A21a,area 21a,Cat,PM33488364,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
A24a',medial cingulate cortex A24a',,PM39614717,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.95
A24b',medial cingulate cortex A24b',,PM39614717,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9433
A29c,A29c,,PM39614717,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.93
A30,A30,,PM39614717,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9267
ACAv,anterior cingulate cortex ventral,,PM42101519,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
ACC A24b,anterior cingulate cortex A24b,,PM32677044,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
ACC A24c,anterior cingulate cortex A24c,,PM32677044,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
ACC A32,anterior cingulate cortex A32,,PM32677044,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
aCg,anterior cingulate,Mouse,PM35721461,1,1,neocortex,suitable,,no,neocortex,flash,high,0.95
acoustic areas,acoustic areas,Human,PM35347401,1,1,neocortex,suitable,,no,neocortex,rule,high,0.85
ACX dorsal,auditory cortex dorsal,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
ACX primary,auditory cortex primary,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
ACX ventral,auditory cortex ventral,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
AG,angular gyrus,Human,PM38376527,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
AGm,rostral agranular medial cortex,Rat,PM33914862,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
agranular pIC,agranular posterior insular cortex,Rat,PM35622887,1,1,neocortex,suitable,,no,neocortex,flash,high,0.85
aIPL,anterior inferior parietal lobule,Human,PM32428227,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
aM2,anterior secondary motor cortex,Mouse,PM42395580,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
amBC,anteromedial barrel cortex,Mouse,PM38019920,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
ANG,angular gyrus,Human,PM32424290,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
anterior central gyrus,anterior central gyrus,,PM41211046,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
anterior cingulate gyrus,anterior cingulate gyrus,Human,PM34766648,1,1,neocortex,suitable,,yes,ambiguous,flash,high,0.8767
anterior insular,anterior insular cortex,Human,PM36126672,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9267
anterior insular cortex,,,PM36230940,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9167
anterior isocortex,,,PM36968064,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
anterior M2,anterior secondary motor cortex,Mouse,PM42395580,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
anterior motor cortex,,Mouse,PM40579424,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
anterolateral motor cortex,,Mouse,PM33377130,1,1,neocortex,suitable,,no,neocortex,rule,high,0.94
area 19,area 19,Ferret,PM34611910,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
area 21,area 21,Ferret,PM34611910,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
area 25,,Human,PM41947581,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9133
area 46,area 46,,PM40542691,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
area 46v,area 46v of lateral prefrontal cortex,Macaque,PM37908780,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
area 47,,Human,PM41947581,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
area 6VR,anterior ventral premotor region (area 6VR),Human,PM32424290,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
area 8aD,area 8aD,Marmoset,PM38359822,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
association auditory cortex,association auditory cortex,,PM40832125,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
association cortices,association cortices,Mouse,PM34905771,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
associative areas,associative areas,Mouse,PM35687687,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
AuCx,auditory cortex,,PM34301949,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
AUDd,,,PM40667970,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
AudI,auditory cortex,Mouse,PM36824753,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
auditory areas,,Human,PM35347401,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
auditory cerebral cortex,,Rat,PM37621862,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
AuP,primary regions of auditory cortex,Mouse,PM37742187,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
BA 9,,,PM39712140,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
BA3b,Broadman Area 3b,Human,PM38250330,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
BA4,Brodmann area 4,,PM36388195,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
BA6,Brodmann area 6,,PM36388195,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
BCTX,somatosensory cortex,Mouse,PM35667848,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
bilateral A1,bilateral primary auditory cortex,Human,PM36335806,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
bilateral DLPFC,bilateral dorsolateral prefrontal cortex,,PM42127800,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
bilateral frontal cortices,frontal cortex,Human,PM33399415,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
bilateral middle temporal poles,bilateral middle temporal poles,Human,PM34815270,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
bilateral MPFC,bilateral medial prefrontal cortex,,PM42127800,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
bilateral occipital cortex,bilateral occipital cortex,Human,PM37244076,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
bilateral occipital regions,bilateral occipital regions,Human,PM37244076,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
bilateral primary motor cortex,primary motor cortex,,PM33652469,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
bilateral SC,sensory cortex,Human,PM41167411,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
bilateral STG,bilateral superior temporal gyrus,Human,PM36335806,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
bilateral temporal cortices,bilateral temporal cortices,Human,PM34126289,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
caudal cingulate zone,caudal cingulate zone,,PM35787428,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.8533
caudal Ins cortex,caudal insular cortex,,PM42101519,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9533
caudal middle frontal,,,PM40924875,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8667
caudal motor cortex,,Human,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
central anterior gyrus,central anterior gyrus,,PM41211046,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
central motor areas,central motor areas,,PM33361565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
central opercular cortex,,,PM32541059,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
Cg ctx,cingulate cortex,,PM32354756,1,1,neocortex,suitable,,yes,unresolved,flash,high,0.8633
CgC,cingulate cortex,,PM42002070,1,1,neocortex,suitable,,yes,unresolved,flash,high,0.8633
CGIC,caudal granular insular cortex,Rat,PM41402127,1,1,neocortex,suitable,,no,neocortex,flash,high,0.94
cingulate gyrus,cingulate gyrus,Human,PM38083210,1,1,neocortex,suitable,,yes,non_neocortex,flash,medium,0.74
cM2,contralateral secondary motor cortex,Mouse,PM35396593,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
CMAd,,,PM37723869,1,1,neocortex,suitable,,no,neocortex,flash,medium,0.7767
cmPFC,contralateral mPFC,,PM37491314,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
contralateral A1,primary auditory cortex,Mouse,PM40883389,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
contralateral ACA,anterior cingulate area,Mouse,PM37626171,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9333
contralateral ACC,anterior cingulate cortex,,PM39614717,1,1,neocortex,suitable,,no,neocortex,flash,high,0.94
contralateral amBC,anteromedial barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral area 8,area 8,Marmoset,PM38359822,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral BC,barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral Ins area,contralateral insular area,,PM42101519,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9167
contralateral lateral OFC,lateral orbitofrontal cortex,Human,PM41759515,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral medial OFC,medial orbitofrontal cortex,Human,PM41759515,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral plBC,posterolateral barrel cortex contralateral,Mouse,PM38019920,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
contralateral POrbM,posterolateral orbital medial cortex,,PM42101519,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
contralateral PPC,contralateral posterior parietal cortex,Mouse,PM37662297,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
contralateral premotor cortex,contralateral premotor cortex,Marmoset,PM40667064,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
contralateral primary motor cortex,contralateral primary motor cortex,Human,PM32697330,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
contralateral sensorimotor cortex,contralateral sensorimotor cortex,Mouse,PM40849908,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
contralateral somatosensory cortex,,,PM40650995,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
contralateral somatosensory motor cortex,contralateral somatosensory motor cortex,Mouse,PM41975600,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
contralateral visual cortex,contralateral visual cortex,Mouse,PM35687687,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
contralateral VLPFC,contralateral ventrolateral prefrontal cortex,Macaque,PM40933619,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
contralesional MI,contralesional motor cortex (primary motor cortex),Japanese macaque,PM34077429,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
contralesional RFA,contralesional rostral forelimb area,,PM40089466,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
cortex (association),,,PM40615590,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
cortical auditory structures,cortical auditory structures,Human,PM35392412,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
cortical excitatory population,cortical excitatory population,,PM37143862,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
cortical lamina IV,cortical lamina IV,Mouse,PM36618009,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
cortical plate,cortical plate,Human,PM38914171,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8167
cPFC,contralateral prefrontal cortex,Mouse,PM33338423,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
cPPC,contralateral posterior parietal cortex,Mouse,PM41174169,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
CTXin,insular cortex,Rat,PM38977300,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8833
deep orbitomedial prefrontal cortex (area lambda),deep orbitomedial prefrontal cortex (area lambda),,PM41279263,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
DI,dorsal insula,Rat,PM38736977,1,1,neocortex,suitable,,yes,ambiguous,flash,high,0.8533
DLO1,dysgranular insular cortex 1,,PM37152205,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.95
DLO2,dysgranular insular cortex 2,,PM37152205,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.94
dlPFCd,,Marmoset,PM37196659,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
dorsal AAC,dorsal anterior auditory cortex,Mouse,PM34043305,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
dorsal anterior cingulate cortex (Cg1),dorsal anterior cingulate cortex,,PM32964131,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.94
dorsal frontal cortex,dorsal frontal cortex,,PM40608009,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
dorsal lateral prefrontal cortex,dorsal lateral prefrontal cortex,Human,PM37353098,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
dorsal part of the agranular insular area,,,PM34048871,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.93
dorsal PFC,dorsal prefrontal cortex,Rat,PM36414405,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
dorsal posterior parietal cortex,posterior parietal cortex,Marmoset,PM34255833,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
dorsal prefrontal cortex,,,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9867
dorsal prelimbic cortex,dorsal prelimbic cortex,,PM37152205,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9467
dorsal visual cortex,dorsal visual cortex,Human,PM39709961,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
dorsolateral frontal cortex,dorsolateral frontal cortex,,PM37100843,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9867
dorsolateral PFC,dorsolateral prefrontal cortex,Human,PM33782048,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,,PM34718460,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
dorsoventral retrosplenial cortex,dorsoventral (granular) retrosplenial cortex,,PM37461601,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.92
dPFCpol,,Ferret,PM32458050,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8333
dPNsFezf2 in CFA motor cortex,,,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
dPNsFezf2 in S1bfd somatosensory,,,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
DV(gr.)RtSpl,dorsoventral (granular) retrosplenial cortex,,PM38378961,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.93
dysgranular insula,dysgranular insula,Macaque,PM33548458,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9167
dysgranular S1,dysgranular primary somatosensory cortex,,PM39197940,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
extrastriate body area,,,PM40081159,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
F6,,,PM41405705,1,1,neocortex,suitable,,no,neocortex,flash,medium,0.77
FFA,fusiform face area,,PM37100843,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
FG,fusiform face gyrus,,PM38290158,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
FIC,frontoinsular cortex,Macaque,PM35510840,1,1,neocortex,suitable,,yes,non_neocortex,flash,medium,0.74
forelimb sensorimotor areas,,Mouse,PM41612025,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
forelimb sensorimotor cortex,forelimb sensorimotor cortex,Mouse,PM41154154,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
FP,frontal pole,Human,PM32476629,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
frontal cortex lateral to RFA,frontal cortex lateral to RFA,Rat,PM38265300,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
frontal cortex medial to RFA,frontal cortex medial to RFA,Rat,PM38265300,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
frontal cortical areas,frontal cortical areas,,PM41893879,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
frontal eye field region,,,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
frontal lobes,frontal lobes,,PM36542188,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
frontal medial cortex,frontal medial cortex,,PM34432348,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
frontal medial gyrus,frontal medial gyrus,Human,PM41698490,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
frontal motor areas,frontal motor areas,Macaque,PM33376156,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
frontal motor cortex,left frontal motor cortex of the forelimb motor area,Mouse,PM38767487,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
frontal opercular areas,,,PM41405705,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
frontal operculum,frontal operculum,Macaque,PM33376156,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
frontal parietal cortex,frontal parietal cortex,,PM41211046,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
fusiform,fusiform cortex,,PM40800805,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
glioma sites (motor cortex OGX),motor cortex,,PM39630872,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
granular cortices,granular cortices,Macaque,PM42362380,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8333
gustative areas,,Human,PM35347401,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
gyrus rectus,,,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
hindlimb cortical region,hindlimb cortical region,Mouse,PM38887838,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
hindlimb sensorimotor cortex,hindlimb sensorimotor cortex,Mouse,PM38887838,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
HLA,hindlimb area of motor cortex,Rat,PM33059344,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
host occipital cortex,host occipital cortex,Rat,PM37282449,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
host visual cortex,host visual cortex,Rat,PM37282449,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
hV6A,medial posterior parietal area hV6A,Human,PM40472912,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
iAUDp,ipsilateral auditory cortex posterolateral,Mouse,PM35396593,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
ICx,insular cortex,Mouse,PM35857536,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9333
iM2,ipsilateral M2,Mouse,PM40068685,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
inferior frontal cortex,,,PM36542188,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
inferior parietal,inferior parietal cortex,Macaque,PM33376156,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
inferior parietal gyrus,,,PM36542188,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
inferior temporal cortex,,,PM41350413,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
inferior temporal lobe,inferior temporal lobe,,PM40608009,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
infralimbic area,infralimbic area,,PM32621762,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
infralimbic cortex (IL),infralimbic cortex,Mouse,PM40757734,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
Ins cortex,,,PM42101519,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8833
insula cortex,,,PM32541059,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8833
insular,,,PM36395541,1,1,neocortex,suitable,,no,neocortex,flash,medium,0.79
insular and visceral areas,,Mouse,PM40470211,1,1,neocortex,suitable,,yes,other,flash,medium,0.9167
intercalated PL,intercalated prelimbic area,,PM42101519,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
interhemispheric somatosensory areas,,Mouse,PM36693103,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
IOG,inferior occipital gyrus,,PM41493598,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
iPNsFezf2 in CFA motor cortex,,,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
iPNsFezf2 in S1bfd somatosensory,,,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ipsilateral ACC,anterior cingulate cortex,,PM39614717,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.925
ipsilateral granular/disgranular insular cortex,,,PM32528401,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8833
ipsilateral M1,ipsilateral primary motor cortex,Human,PM32697330,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
ipsilateral motor cortices,,,PM37851709,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ipsilateral parietal cortex,ipsilateral parietal cortex,Human,PM42239197,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
ipsilateral prefrontal cortex,ipsilateral prefrontal cortex,Human,PM42239197,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
ipsilateral prostriata,prostriata,Mouse,PM33324173,1,1,neocortex,suitable,,yes,ambiguous,pro,medium,0.75
ipsilateral S2,ipsilateral secondary somatosensory cortex,Mouse,PM39896513,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
ipsilateral sensorimotor cortex,ipsilateral sensorimotor cortex,Mouse,PM40849908,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
ipsilateral somatosensory cortex,,,PM40650995,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilateral supramarginal gyrus,ipsilateral supramarginal gyrus,Human,PM35624941,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilateral temporal cortex,ipsilateral temporal cortex,Human,PM42239197,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilateral V1,ipsilateral primary visual cortex,Rat,PM37415464,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional M1,primary motor cortex,Human,PM37402647,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional motor control,primary motor cortex,Human,PM37402647,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional PM,ipsilesional premotor cortex,Macaque,PM39174504,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional precentral gyrus,ipsilesional precentral gyrus,Human,PM41698490,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional primary motor cortex (M1),primary motor cortex,Human,PM37402647,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsilesional somatosensory cortex,ipsilesional somatosensory cortex,,PM35551446,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
ipsiM2,,Mouse,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
ipsiS1bfd,,Mouse,PM37348506,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
L(ag.)RtSpl,lateral (agranular) retrosplenial cortex,,PM38378961,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.925
L-ACC-sup,"Left anterior cingulate cortex, supracallosal",,PM36088305,1,1,neocortex,suitable,,yes,ambiguous,flash,high,0.9467
L-Cingulate-post,Left posterior cingulate gyrus,,PM36088305,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9067
LA5-6,pars opercularis,,PM40535582,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
LA6,pars opercularis,,PM40535582,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
lamina IV,,Mouse,PM36618009,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
lateral (agranular) retrosplenial,,,PM37461601,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9333
