structure_name,category,notes,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
GPi,abbrev,internal globus pallidus,2,HOMBA:10342,globus pallidus (paleostriatum),GP,globus pallidus,GP,HOMBA:AA30190,512,453,0.588252,bm25+fuzzy,medial segment of globus pallidus,globus pallidus,low_confidence,,1.0,,both
GPi,abbrev,internal globus pallidus,3,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,0.553483,bm25+fuzzy,medial segment of globus pallidus,external segment of globus pallidus,low_confidence,,1.0,,both
Subthalamic nucleus,basal_ganglia,,1,HOMBA:10466,subthalamic nucleus,STH,subthalamic nucleus,STH,HOMBA:10465,856,856,1.0,bm25+exact+fuzzy,Subthalamic nucleus,Subthalamic nucleus,high_confidence,,1.0,,both
Subthalamic nucleus,basal_ganglia,,2,HOMBA:13058,parasubthalamic nucleus,PSTh,parasubthalamic nucleus,PSTh,HOMBA:10494,917,914,0.773333,fuzzy,Subthalamic nucleus,parasubthalamic nucleus,needs_review,,1.0,,both
Subthalamic nucleus,basal_ganglia,,3,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.666039,hierarchy_parent,Subthalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
STN,abbrev,subthalamic nucleus,1,HOMBA:10466,subthalamic nucleus,STH,subthalamic nucleus,STH,HOMBA:10465,856,856,1.0,bm25+exact+fuzzy,STN,STN,high_confidence,,1.0,,both
STN,abbrev,subthalamic nucleus,2,HOMBA:13058,parasubthalamic nucleus,PSTh,parasubthalamic nucleus,PSTh,HOMBA:10494,917,914,0.5934,fuzzy,subthalamic nucleus,parasubthalamic nucleus,low_confidence,,1.0,,both
STN,abbrev,subthalamic nucleus,3,HOMBA:12089,subthalamic fasciculus,sthf,subthalamic fasciculus,sthf,HOMBA:AA30492,1794,1689,0.505667,bm25+fuzzy,subthalamic nucleus,subthalamic fasciculus,low_confidence,,1.0,,both
Nucleus accumbens,basal_ganglia,,1,HOMBA:10339,nucleus accumbens,NAC,nucleus accumbens,NAC,HOMBA:AA30195,485,485,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus accumbens,Nucleus accumbens,high_confidence,,1.0,common_parent_of_2_candidates,both
Nucleus accumbens,basal_ganglia,,2,HOMBA:10340,core of nucleus accumbens,NACc,core of nucleus accumbens,NACc,HOMBA:10339,486,486,0.736733,bm25+fuzzy,Nucleus accumbens,core of nucleus accumbens,needs_review,,1.0,,both
Nucleus accumbens,basal_ganglia,,3,HOMBA:10341,shell of nucleus accumbens,NACs,shell of nucleus accumbens,NACs,HOMBA:10339,489,486,0.726314,bm25+fuzzy,Nucleus accumbens,shell of nucleus accumbens,needs_review,,1.0,,both
Nucleus accumbens core,basal_ganglia,modifier,1,HOMBA:10340,core of nucleus accumbens,NACc,core of nucleus accumbens,NACc,HOMBA:10339,486,486,1.0,bm25+fuzzy,Nucleus accumbens core,core of nucleus accumbens,high_confidence,core,1.0,,both
Nucleus accumbens core,basal_ganglia,modifier,2,HOMBA:10339,nucleus accumbens,NAC,nucleus accumbens,NAC,HOMBA:AA30195,485,485,0.753867,bm25+fuzzy,Nucleus accumbens core,nucleus accumbens,needs_review,core,0.0,,both
Nucleus accumbens core,basal_ganglia,modifier,3,HOMBA:10341,shell of nucleus accumbens,NACs,shell of nucleus accumbens,NACs,HOMBA:10339,489,486,0.567703,bm25+fuzzy,nuclei accumbens core,shell of nuclei accumbens,low_confidence,core,0.0,,both
Nucleus accumbens shell,basal_ganglia,modifier,1,HOMBA:10341,shell of nucleus accumbens,NACs,shell of nucleus accumbens,NACs,HOMBA:10339,489,486,0.999286,bm25+fuzzy,Nucleus accumbens shell,shell of nucleus accumbens,high_confidence,shell,1.0,,both
Nucleus accumbens shell,basal_ganglia,modifier,2,HOMBA:10339,nucleus accumbens,NAC,nucleus accumbens,NAC,HOMBA:AA30195,485,485,0.753867,bm25+fuzzy,Nucleus accumbens shell,nucleus accumbens,needs_review,shell,0.0,,both
Nucleus accumbens shell,basal_ganglia,modifier,3,HOMBA:12594,"gracile nucleus, rostral division (shell)",GrR,"gracile nucleus, rostral part (shell)",GrR,HOMBA:12592,1363,1362,0.63822,bm25+fuzzy,Nucleus accumbens shell,shell,needs_review,shell,1.0,,both
Ventral striatum,basal_ganglia,,1,HOMBA:AA30195,ventral striatum (STRv),VS,,,HOMBA:AA30191,484,455,1.0,bm25+exact+fuzzy,Ventral striatum,Ventral striatum,high_confidence,ventral,1.0,,both
Ventral striatum,basal_ganglia,,2,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,APT,anterior (ventral /principal) pretectal nucleus,APT,HOMBA:12182,958,954,0.760625,bm25+fuzzy,Ventral striatum,ventral,needs_review,ventral,1.0,,both
Ventral striatum,basal_ganglia,,3,HOMBA:AA30890,anterior (ventral) spinal artery,asp,,,HOMBA:AA30788,2337,2337,0.760625,bm25+fuzzy,Ventral striatum,ventral,needs_review,ventral,1.0,,both
Dorsal striatum,basal_ganglia,,1,HOMBA:AA30192,"dorsal striatum (caudoputamen complex-CP, STRd)",DS,,,HOMBA:AA30191,455,455,1.0,bm25+exact+fuzzy,Dorsal striatum,Dorsal striatum,high_confidence,dorsal,1.0,,both
Dorsal striatum,basal_ganglia,,2,HOMBA:AA30088,caudal (dorsal) parasubiculum (subdivision b only),PaSc,,,HOMBA:10316,292,289,0.7325,bm25+fuzzy,Dorsal striatum,dorsal,needs_review,dorsal,1.0,,both
Dorsal striatum,basal_ganglia,,3,HOMBA:11350,caudal (dorsal) presubiculum (postsubiculum),PrSc,caudal presubiculum (postsubiculum),PrSc,HOMBA:10315,295,294,0.7325,bm25+fuzzy,Dorsal striatum,dorsal,needs_review,dorsal,1.0,,both
Basal ganglia,collective,,1,HOMBA:10332,basal ganglia (basal nuclei),BG,basal nuclei (basal ganglia),BN,HOMBA:10331,451,451,1.0,bm25+exact+fuzzy+hierarchy_parent,Basal ganglia,Basal ganglia,high_confidence,,1.0,common_parent_of_2_candidates,both
Basal ganglia,collective,,2,HOMBA:AA30190,regions of basal ganglia,BGR,,,HOMBA:10332,452,452,0.84375,bm25+fuzzy,Basal ganglia,regions of basal ganglia,needs_review,,1.0,,both
Basal ganglia,collective,,3,HOMBA:AA30208,developing transient structures of basal ganglia,BGDe,,,HOMBA:10332,522,452,0.547645,bm25+fuzzy,Basal ganglia,developing transient structures of basal ganglia,low_confidence,,1.0,,both
Substantia nigra,midbrain,,1,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,1.0,bm25+exact+fuzzy+hierarchy_parent,Substantia nigra,Substantia nigra,high_confidence,,1.0,common_parent_of_4_candidates,both
Substantia nigra,midbrain,,2,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,0.660445,bm25+fuzzy+hierarchy_parent,Substantia nigra,"substantia nigra, compact part",needs_review,,1.0,common_parent_of_3_candidates,both
Substantia nigra,midbrain,,3,HOMBA:12257,"substantia nigra, lateral division",SNL,"substantia nigra, lateral part",SNL,HOMBA:12251,1049,1044,0.660445,bm25+fuzzy,Substantia nigra,"substantia nigra, lateral part",needs_review,,1.0,,both
Substantia nigra pars compacta,midbrain,SNc,1,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,1.0,bm25+exact+fuzzy+hierarchy_parent,Substantia nigra pars compacta,Substantia nigra pars compacta,high_confidence,,1.0,common_parent_of_3_candidates,both
Substantia nigra pars compacta,midbrain,SNc,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.97,bm25+fuzzy+hierarchy_parent,Substantia nigra pars compacta,substantia nigra,high_confidence,,1.0,common_parent_of_4_candidates,both
Substantia nigra pars compacta,midbrain,SNc,3,HOMBA:12253,"substantia nigra, compact division, dorsal subdivision",SNCd,"substantia nigra, compact part, dorsal subdivision",SNCd,HOMBA:12252,1045,1045,0.742577,bm25+fuzzy,substantia nigra compact division,"substantia nigra, compact division, dorsal subdivision",needs_review,,1.0,,both
Substantia nigra pars reticulata,midbrain,SNr,1,HOMBA:12259,"substantia nigra, reticular division",SNR,"substantia nigra, reticular part",SNR,HOMBA:12251,1048,1044,1.0,bm25+exact+fuzzy,Substantia nigra pars reticulata,Substantia nigra pars reticulata,high_confidence,,1.0,,both
Substantia nigra pars reticulata,midbrain,SNr,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.97,bm25+fuzzy+hierarchy_parent,Substantia nigra pars reticulata,substantia nigra,high_confidence,,1.0,common_parent_of_4_candidates,both
Substantia nigra pars reticulata,midbrain,SNr,3,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,0.614936,bm25+fuzzy+hierarchy_parent,Substantia nigra pars reticulata,substantia nigra pars compacta,needs_review,,1.0,common_parent_of_3_candidates,both
SNc,abbrev,substantia nigra compacta,1,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,1.0,bm25+exact+fuzzy+hierarchy_parent,SNc,SNc,high_confidence,,1.0,common_parent_of_3_candidates,both
SNc,abbrev,substantia nigra compacta,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.595145,bm25+fuzzy,substantia nigra compact division,substantia nigra,low_confidence,,1.0,,both
SNc,abbrev,substantia nigra compacta,3,HOMBA:12253,"substantia nigra, compact division, dorsal subdivision",SNCd,"substantia nigra, compact part, dorsal subdivision",SNCd,HOMBA:12252,1045,1045,0.579735,bm25+fuzzy,substantia nigra compact division,"substantia nigra, compact division, dorsal subdivision",low_confidence,,1.0,,both
SNr,abbrev,substantia nigra reticulata,1,HOMBA:12259,"substantia nigra, reticular division",SNR,"substantia nigra, reticular part",SNR,HOMBA:12251,1048,1044,1.0,bm25+exact+fuzzy,SNr,SNr,high_confidence,,1.0,,both
SNr,abbrev,substantia nigra reticulata,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.581292,bm25+fuzzy,substantia nigra reticular division,substantia nigra,low_confidence,,1.0,,both
SNr,abbrev,substantia nigra reticulata,3,HOMBA:12257,"substantia nigra, lateral division",SNL,"substantia nigra, lateral part",SNL,HOMBA:12251,1049,1044,0.4998,bm25+fuzzy,substantia nigra reticular division,"substantia nigra, lateral division",low_confidence,,1.0,,both
SN,abbrev,substantia nigra,1,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,1.0,bm25+exact+fuzzy+hierarchy_parent,SN,SN,high_confidence,,1.0,common_parent_of_4_candidates,both
SN,abbrev,substantia nigra,2,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,0.532229,bm25+fuzzy,substantia nigra,"substantia nigra, compact part",low_confidence,,1.0,,both
SN,abbrev,substantia nigra,3,HOMBA:12257,"substantia nigra, lateral division",SNL,"substantia nigra, lateral part",SNL,HOMBA:12251,1049,1044,0.532229,bm25+fuzzy,substantia nigra,"substantia nigra, lateral part",low_confidence,,1.0,,both
VTA,abbrev,ventral tegmental area,1,HOMBA:12261,ventral tegmental area,VTA,ventral tegmental area,VTA,HOMBA:146034938,1053,1053,1.0,bm25+exact+fuzzy,VTA,VTA,high_confidence,,1.0,,both
VTA,abbrev,ventral tegmental area,2,HOMBA:12802,ventral tegmental tract in hindbrain,vtg,ventral tegmental tract,vtg,HOMBA:266441725,1814,1813,0.50727,bm25+fuzzy,ventral tegmental area,ventral tegmental tract,low_confidence,,1.0,,both
VTA,abbrev,ventral tegmental area,3,HOMBA:12266,ventral tegmental nucleus (of Gudden),VTg,ventral tegmental nucleus,VTg,HOMBA:12471,1282,1281,0.48545,bm25+fuzzy,ventral tegmental area,ventral tegmental nuclei,low_confidence,,1.0,,both
Ventral tegmental area,midbrain,,1,HOMBA:12261,ventral tegmental area,VTA,ventral tegmental area,VTA,HOMBA:146034938,1053,1053,1.0,bm25+exact+fuzzy,Ventral tegmental area,Ventral tegmental area,high_confidence,ventral,1.0,,both
Ventral tegmental area,midbrain,,2,HOMBA:12802,ventral tegmental tract in hindbrain,vtg,ventral tegmental tract,vtg,HOMBA:266441725,1814,1813,0.876515,bm25+fuzzy,Ventral tegmental area,ventral tegmental tract,needs_review,ventral,1.0,,both
Ventral tegmental area,midbrain,,3,HOMBA:12266,ventral tegmental nucleus (of Gudden),VTg,ventral tegmental nucleus,VTg,HOMBA:12471,1282,1281,0.844201,bm25+fuzzy,Ventral tegmental area,ventral tegmental nuclei,needs_review,ventral,1.0,,both
Periaqueductal gray,midbrain,PAG,1,HOMBA:AA30359,periaqueductal gray region,PAGR,,,HOMBA:12195,998,986,0.94,bm25+fuzzy,Periaqueductal gray,periaqueductal gray region,high_confidence,,1.0,,both
Periaqueductal gray,midbrain,PAG,2,HOMBA:12209,periaqueductal gray substance,PAG,periaqueductal gray substance,PAG,HOMBA:AA30359,999,999,0.845546,bm25+fuzzy+hierarchy_parent,Periaqueductal gray,periaqueductal gray substance,needs_review,,1.0,common_parent_of_5_candidates,both
Periaqueductal gray,midbrain,PAG,3,HOMBA:12215,"periaqueductal gray substance, pleioglial division",PAGpl,"periaqueductal gray substance, pleioglial division",PAGpl,HOMBA:12209,1004,1000,0.632974,bm25+fuzzy,periaqueductal grey,periaqueductal grey substance pleioglial division,needs_review,,1.0,,both
PAG,abbrev,periaqueductal gray,1,HOMBA:12209,periaqueductal gray substance,PAG,periaqueductal gray substance,PAG,HOMBA:AA30359,999,999,1.0,bm25+exact+fuzzy+hierarchy_parent,PAG,PAG,high_confidence,,1.0,common_parent_of_5_candidates,both
PAG,abbrev,periaqueductal gray,2,HOMBA:AA30359,periaqueductal gray region,PAGR,,,HOMBA:12195,998,986,0.69,bm25+fuzzy,periaqueductal gray,periaqueductal gray region,needs_review,,1.0,,both
PAG,abbrev,periaqueductal gray,3,HOMBA:12215,"periaqueductal gray substance, pleioglial division",PAGpl,"periaqueductal gray substance, pleioglial division",PAGpl,HOMBA:12209,1004,1000,0.530079,bm25+fuzzy,periaqueductal gray,"periaqueductal gray substance, pleioglial division",low_confidence,,1.0,,both
Periaqueductal grey,midbrain,British spelling,1,HOMBA:AA30359,periaqueductal gray region,PAGR,,,HOMBA:12195,998,986,0.94,bm25+fuzzy,Periaqueductal grey,periaqueductal grey region,high_confidence,,1.0,,both
Periaqueductal grey,midbrain,British spelling,2,HOMBA:12209,periaqueductal gray substance,PAG,periaqueductal gray substance,PAG,HOMBA:AA30359,999,999,0.845546,bm25+fuzzy+hierarchy_parent,Periaqueductal grey,periaqueductal grey substance,needs_review,,1.0,common_parent_of_5_candidates,both
Periaqueductal grey,midbrain,British spelling,3,HOMBA:12215,"periaqueductal gray substance, pleioglial division",PAGpl,"periaqueductal gray substance, pleioglial division",PAGpl,HOMBA:12209,1004,1000,0.632974,bm25+fuzzy,Periaqueductal grey,periaqueductal grey substance pleioglial division,needs_review,,1.0,,both
Red nucleus,midbrain,,1,HOMBA:12247,red nucleus,RN,red nucleus,RN,HOMBA:AA30363,1032,1032,1.0,bm25+exact+fuzzy+hierarchy_parent,Red nucleus,Red nucleus,high_confidence,,1.0,common_parent_of_3_candidates,both
Red nucleus,midbrain,,2,HOMBA:12248,"red nucleus, dorsomedial division",RNdm,"red nucleus, dorsomedial part",RNdm,HOMBA:12247,1033,1033,0.651938,bm25+fuzzy,red nuclei,red nuclei dorsomedial division,needs_review,,1.0,,both
Red nucleus,midbrain,,3,HOMBA:AA30448,lateral reticular nuclei of pons,RFla,,,HOMBA:12480,1308,1293,0.644851,hierarchy_parent,Red nucleus,lateral reticular nuclei of pons,needs_review,,1.0,common_parent_of_2_candidates,both
Superior colliculus,midbrain,,1,HOMBA:12292,superior colliculus,SC,superior colliculus,SC,HOMBA:12291,963,963,1.0,bm25+exact+fuzzy+hierarchy_parent,Superior colliculus,Superior colliculus,high_confidence,,1.0,common_parent_of_4_candidates,both
Superior colliculus,midbrain,,2,HOMBA:12328,brachium of superior colliculus,bsc,brachium of superior colliculus,bsc,HOMBA:AA30489,1664,1607,0.813844,bm25+fuzzy,Superior colliculus,brachium of superior colliculus,needs_review,,1.0,,both
Superior colliculus,midbrain,,3,HOMBA:AA30487,commissure of superior colliculus,cmsc,,,HOMBA:AA30483,1589,1571,0.785985,bm25+fuzzy,Superior colliculus,commissure of superior colliculus,needs_review,,1.0,,both
Inferior colliculus,midbrain,,1,HOMBA:12305,inferior colliculus,IC,inferior colliculus,IC,HOMBA:12291,976,963,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior colliculus,Inferior colliculus,high_confidence,,1.0,common_parent_of_4_candidates,both
Inferior colliculus,midbrain,,2,HOMBA:12327,brachium of inferior colliculus,bic,brachium of inferior colliculus,bic,HOMBA:AA30489,1663,1607,0.813844,bm25+fuzzy,Inferior colliculus,brachium of inferior colliculus,needs_review,,1.0,,both
Inferior colliculus,midbrain,,3,HOMBA:12333,commissure of inferior colliculus,cmic,commissure of inferior colliculus,cmic,HOMBA:AA30483,1588,1571,0.785985,bm25+fuzzy,Inferior colliculus,commissure of inferior colliculus,needs_review,,1.0,,both
Substantia innominata,basal_forebrain,,1,HOMBA:13034,substantia innominata,SI,substantia innominata,SI,HOMBA:AA30214,544,537,1.0,bm25+exact+fuzzy,Substantia innominata,Substantia innominata,high_confidence,,1.0,,both
Substantia innominata,basal_forebrain,,2,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,0.532923,bm25+fuzzy+hierarchy_parent,Substantia innominata,substantia nigra,low_confidence,,1.0,common_parent_of_4_candidates,both
Substantia innominata,basal_forebrain,,3,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,0.401824,bm25+fuzzy+hierarchy_parent,Substantia innominata,"substantia nigra, compact division",low_confidence,,1.0,common_parent_of_3_candidates,both
Nucleus basalis of Meynert,eponym,basal forebrain,1,HOMBA:10353,basal nucleus of Meynert,BNM,basal nucleus of Meynert,BNM,HOMBA:AA30214,537,537,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus basalis of Meynert,Nucleus basalis of Meynert,high_confidence,,1.0,common_parent_of_2_candidates,both
Nucleus basalis of Meynert,eponym,basal forebrain,2,HOMBA:10331,cerebral nuclei,CN,cerebral nuclei,CN,HOMBA:10158,450,5,0.73625,hierarchy_parent,Nucleus basalis of Meynert,cerebral nuclei,needs_review,,1.0,common_parent_of_2_candidates,both
Nucleus basalis of Meynert,eponym,basal forebrain,3,HOMBA:10332,basal ganglia (basal nuclei),BG,basal nuclei (basal ganglia),BN,HOMBA:10331,451,451,0.65625,bm25+fuzzy+hierarchy_parent,basal nucleus of meynert,basal nucleus,needs_review,,1.0,common_parent_of_2_candidates,both
Diagonal band of Broca,eponym,basal forebrain,1,HOMBA:12034,diagonal band,dib,diagonal band,dib,HOMBA:AA30489,1614,1607,1.0,bm25+exact+fuzzy,Diagonal band of Broca,Diagonal band of Broca,high_confidence,,1.0,,both
Diagonal band of Broca,eponym,basal forebrain,2,HOMBA:10354,nucleus of diagonal band,NDB,nucleus of diagonal band,NDB,HOMBA:AA30214,541,537,0.7525,bm25+fuzzy+hierarchy_parent,Diagonal band of Broca,nucleus of diagonal band of broca,needs_review,,1.0,common_parent_of_2_candidates,both
Diagonal band of Broca,eponym,basal forebrain,3,HOMBA:10355,vertical division of nucleus of diagonal band,NDBv,vertical subdivision of nucleus of diagonal band,NDBv,HOMBA:10354,542,542,0.599267,bm25+fuzzy,diagonal band of broca of broca,vertical division of nucleus of diagonal band of broca,low_confidence,,1.0,,both
Septum,basal_forebrain,septal area generic,1,HOMBA:12098,septum pellucidum,Pell,septum pellucidum,Pell,HOMBA:AA30560,2017,2005,0.601612,bm25+fuzzy,Septum,septum pellucidum,needs_review,,1.0,,both
Septum,basal_forebrain,septal area generic,2,HOMBA:10351,medial septal nucleus,MSN,medial septal nucleus,MSN,HOMBA:AA30216,550,550,0.566442,bm25+fuzzy,Septum,medial septum,low_confidence,,1.0,,both
Septum,basal_forebrain,septal area generic,3,HOMBA:10352,lateral septal nuclear complex,LSN,lateral septal nucleus,LSN,HOMBA:AA30216,551,550,0.549907,bm25+fuzzy+hierarchy_parent,Septum,lateral septum,low_confidence,,1.0,common_parent_of_4_candidates,both
Septal area,basal_forebrain,,1,HOMBA:10350,septal region (septal nuclear complex),SEP,septal nuclei,SEP,HOMBA:AA30214,548,537,1.0,bm25+exact+fuzzy+hierarchy_parent,Septal area,Septal area,high_confidence,,1.0,common_parent_of_2_candidates,both
Septal area,basal_forebrain,,2,HOMBA:AA30216,rostral septal nuclear complex,SEPr,,,HOMBA:10350,549,549,0.768,bm25+hierarchy_parent,Septal area,rostral septal nuclear complex,needs_review,,1.0,common_parent_of_2_candidates,both
Septal area,basal_forebrain,,3,HOMBA:10351,medial septal nucleus,MSN,medial septal nucleus,MSN,HOMBA:AA30216,550,550,0.688,bm25+fuzzy,septal region,medial septal region,needs_review,,1.0,,both
Septal nuclei,basal_forebrain,,1,HOMBA:10350,septal region (septal nuclear complex),SEP,septal nuclei,SEP,HOMBA:AA30214,548,537,1.0,bm25+exact+fuzzy+hierarchy_parent,Septal nuclei,Septal nuclei,high_confidence,,1.0,common_parent_of_2_candidates,both
Septal nuclei,basal_forebrain,,2,HOMBA:AA30216,rostral septal nuclear complex,SEPr,,,HOMBA:10350,549,549,0.814583,bm25+hierarchy_parent,Septal nuclei,rostral septal nuclear complex,needs_review,,1.0,common_parent_of_2_candidates,both
Septal nuclei,basal_forebrain,,3,HOMBA:10351,medial septal nucleus,MSN,medial septal nucleus,MSN,HOMBA:AA30216,550,550,0.734583,bm25+fuzzy,septal nucleus,medial septal nucleus,needs_review,,1.0,,both
Lateral septal nucleus,basal_forebrain,,1,HOMBA:10352,lateral septal nuclear complex,LSN,lateral septal nucleus,LSN,HOMBA:AA30216,551,550,1.0,bm25+exact+fuzzy,Lateral septal nucleus,Lateral septal nucleus,high_confidence,lateral,1.0,,both
Lateral septal nucleus,basal_forebrain,,2,HOMBA:11550,dorsal division of lateral septal nucleus,LSd,dorsal division of lateral septal nucleus,LSNd,HOMBA:10352,552,552,0.897439,bm25+fuzzy,Lateral septal nucleus,dorsal division of lateral septal nucleus,needs_review,lateral,1.0,,both
Lateral septal nucleus,basal_forebrain,,3,HOMBA:11552,ventral division of lateral septal nucleus,LSv,ventral division of lateral septal nucleus,LSNv,HOMBA:10352,554,552,0.887857,bm25+fuzzy,Lateral septal nucleus,ventral division of lateral septal nucleus,needs_review,lateral,1.0,,both
Medial septal nucleus,basal_forebrain,,1,HOMBA:10351,medial septal nucleus,MSN,medial septal nucleus,MSN,HOMBA:AA30216,550,550,1.0,bm25+exact+fuzzy,Medial septal nucleus,Medial septal nucleus,high_confidence,medial,1.0,,both
Medial septal nucleus,basal_forebrain,,2,HOMBA:10376,medial nuclear complex of amygdala,Me,medial nucleus,Me,HOMBA:10372,586,578,0.869696,bm25+fuzzy,Medial septal nucleus,medial nucleus,needs_review,medial,1.0,,both
Medial septal nucleus,basal_forebrain,,3,HOMBA:12402,fastigial (medial) nucleus,FAS,fastigial (medial) nucleus,Fas,HOMBA:10660,1166,1160,0.778654,bm25+fuzzy,medial septum,medial,needs_review,medial,1.0,,both
Stria terminalis,fiber_tract,,1,HOMBA:10591,stria terminalis,st,stria terminalis,st,HOMBA:AA30489,1659,1607,1.0,bm25+exact+fuzzy,Stria terminalis,Stria terminalis,high_confidence,,1.0,,both
Stria terminalis,fiber_tract,,2,HOMBA:AA30259,remaining caudal extension of BST (along stria terminalis),BSTst,,,HOMBA:10384,661,646,0.736733,bm25+fuzzy,Stria terminalis,along stria terminalis,needs_review,,1.0,,both
Stria terminalis,fiber_tract,,3,HOMBA:AA30882,commissural branch of stria terminalis,stc,,,HOMBA:10591,1660,1660,0.656107,bm25+fuzzy,Stria terminalis,commissural branch of stria terminalis,needs_review,,1.0,,both
Bed nucleus of stria terminalis,full_name,BNST,1,HOMBA:10384,bed nucleus of stria terminalis,BST,bed nucleus of stria terminalis,BNST,HOMBA:AA30243,645,645,1.0,bm25+exact+fuzzy,Bed nucleus of stria terminalis,Bed nucleus of stria terminalis,high_confidence,,1.0,,both
Bed nucleus of stria terminalis,full_name,BNST,2,HOMBA:10591,stria terminalis,st,stria terminalis,st,HOMBA:AA30489,1659,1607,0.729225,bm25+fuzzy,Bed nucleus of stria terminalis,stria terminalis,needs_review,,1.0,,both
Bed nucleus of stria terminalis,full_name,BNST,3,HOMBA:AA30882,commissural branch of stria terminalis,stc,,,HOMBA:10591,1660,1660,0.566609,bm25+fuzzy,Bed nucleus of stria terminalis,commissural branch of stria terminalis,low_confidence,,1.0,,both
BNST,abbrev,,1,HOMBA:10384,bed nucleus of stria terminalis,BST,bed nucleus of stria terminalis,BNST,HOMBA:AA30243,645,645,1.0,bm25+exact+fuzzy,BNST,BNST,high_confidence,,1.0,,both
Thalamus (excluding pulvinar),parenthetical,parenthetical exclusion,1,HOMBA:10390,thalamus,THM,thalamus,THM,HOMBA:10389,678,678,0.88,bm25+exact+fuzzy,Thalamus,Thalamus,needs_review,excluding;pulvinar;excluding pulvinar,0.0,,both
Thalamus (excluding pulvinar),parenthetical,parenthetical exclusion,2,HOMBA:10409,pulvinar of thalamus,Pul,pulvinar of thalamus,Pul,HOMBA:AA30282,728,725,0.797949,bm25+fuzzy,thalamus excluding pulvinar of thalamus,pulvinar of thalamus of thalamus,modifier_conflict,excluding;pulvinar;excluding pulvinar,0.333333,,both
Thalamus (excluding pulvinar),parenthetical,parenthetical exclusion,3,HOMBA:10412,lateral division of pulvinar,Pull,lateral nucleus of pulvinar,Pull,HOMBA:10409,731,729,0.679615,bm25+fuzzy,thalamus excluding pulvinar of thalamus,lateral division of pulvinar of thalamus,modifier_conflict,excluding;pulvinar;excluding pulvinar,0.333333,,both
Left hippocampus,laterality,,1,HOMBA:AA30093,hippocampus,Hip,,,HOMBA:10293,310,297,1.0,bm25+exact+fuzzy,hippocampus,hippocampus,high_confidence,,1.0,,both
Left hippocampus,laterality,,2,HOMBA:10296,hippocampal proper (Cornu Ammonis),CA,hippocampal proper,Hipp,HOMBA:AA30093,311,311,0.729167,bm25+fuzzy+hierarchy_parent,hippocampus,hippocampus proper,needs_review,,1.0,common_parent_of_5_candidates,both
Left hippocampus,laterality,,3,HOMBA:12173,body of hippocampus,HiB,body of hippocampus,HiB,HOMBA:AA30550,1971,1969,0.705044,bm25+fuzzy,hippocampus,body of hippocampus,needs_review,,1.0,,both
Right amygdala,laterality,,1,HOMBA:10361,amygdaloid complex,AMY,amygdaloid complex,AMY,HOMBA:10331,567,451,1.0,bm25+exact+fuzzy,amygdala,amygdala,high_confidence,,1.0,,both
Right amygdala,laterality,,2,HOMBA:AA30222,regions of amygdaloid complex,AMYR,,,HOMBA:10361,568,568,0.778017,bm25+fuzzy+hierarchy_parent,amygdaloid complex,regions of amygdaloid complex,needs_review,,1.0,common_parent_of_6_candidates,both
