graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
1012,HOMBA:12219,PC3,parvicellular oculomotor nucleus,1326,parvicellular oculomotor nucleus,PC3,12219.0,250,190,212,,,,,,,,parvicellular oculomotor nucleus,,,,,,,,HOMBA:AA30360,1009.0
1013,HOMBA:12220,Su3C,supraoculomotor cap,1327,supraoculomotor cap,Su3C,12220.0,128,128,0,,,,,,,,supraoculomotor cap,,,,,,,,HOMBA:AA30360,1009.0
1014,HOMBA:12221,Su3,supraoculomotor nucleus,1328,supraoculomotor nucleus,Su3,12221.0,0,130,200,,,,,,,,supraoculomotor nucleus,,,,,,,,HOMBA:AA30360,1009.0
1015,HOMBA:13235,S4N,supratrochlear nucleus,342,supratrochlear nucleus,S4N,13235.0,104,111,154,,,,,,,,supratrochlear nucleus,,,,,,,,HOMBA:AA30360,1009.0
1016,HOMBA:12280,MA3,medial accessory oculomotor nucleus,1329,medial accessory oculomotor nucleus,MA3,12280.0,128,128,128,,,,,,,,medial accessory oculomotor nucleus,,,,,,,,HOMBA:AA30360,1009.0
1017,HOMBA:12222,MRa,raphe nuclei in midbrain,348,midbrain raphe nuclei,MRa,12222.0,81,179,187,,,,,,,raphe nuclei in midbrain,,,,,,,,,HOMBA:12195,985.0
1018,HOMBA:12223,DR,dorsal raphe nucleus,349,dorsal raphe nucleus,DR,12223.0,141,44,16,,,,,,,,dorsal raphe nucleus,,,,,,,,HOMBA:12222,1017.0
1019,HOMBA:12224,DRC,"dorsal raphe nucleus, caudal division",1330,"dorsal raphe nucleus, caudal part",DRC,12224.0,128,128,128,,,,,,,,,"dorsal raphe nucleus, caudal division",,,,,,,HOMBA:12223,1018.0
1020,HOMBA:12225,DRD,"dorsal raphe nucleus, dorsal division",1331,"dorsal raphe nucleus, dorsal part",DRD,12225.0,128,128,0,,,,,,,,,"dorsal raphe nucleus, dorsal division",,,,,,,HOMBA:12223,1018.0
1021,HOMBA:12226,DRI,"dorsal raphe nucleus, interfascicular division",1332,"dorsal raphe nucleus, interfascicular part",DRI,12226.0,145,30,180,,,,,,,,,"dorsal raphe nucleus, interfascicular division",,,,,,,HOMBA:12223,1018.0
1022,HOMBA:12227,DRL,"dorsal raphe nucleus, lateral division",1333,"dorsal raphe nucleus, lateral part",DRL,12227.0,70,240,240,,,,,,,,,"dorsal raphe nucleus, lateral division",,,,,,,HOMBA:12223,1018.0
1023,HOMBA:12228,DRV,"dorsal raphe nucleus, ventral division",1334,"dorsal raphe nucleus, ventral part",DRV,12228.0,145,30,180,,,,,,,,,"dorsal raphe nucleus, ventral division",,,,,,,HOMBA:12223,1018.0
1024,HOMBA:12229,DRVL,"dorsal raphe nucleus, ventrolateral division",1335,"dorsal raphe nucleus, ventrolateral part",DRVL,12229.0,60,180,75,,,,,,,,,"dorsal raphe nucleus, ventrolateral division",,,,,,,HOMBA:12223,1018.0
1025,HOMBA:12237,PDR,posterodorsal raphe nucleus,355,posterodorsal raphe nucleus,PDR,12237.0,215,61,7,,,,,,,,,posterodorsal raphe nucleus,,,,,,,HOMBA:12223,1018.0
1026,HOMBA:12230,LiN,linear nucleus of the midbrain,350,linear nucleus of the midbrain,Lin,12230.0,255,225,25,,,,,,,,linear nucleus of the midbrain,,,,,,,,HOMBA:12222,1017.0
1027,HOMBA:12234,RLiR,rostral linear nucleus of the raphe,352,rostral linear nucleus of the raphe,RLin,12234.0,145,30,180,,,,,,,,,rostral linear nucleus of the raphe,,,,,,,HOMBA:12230,1026.0
1028,HOMBA:AA30361,CLiR,caudal linear nucleus of the raphe,1336,,,,0,130,200,,,,,,,,,caudal linear nucleus of the raphe,,,,,,,HOMBA:12230,1026.0
1029,HOMBA:AA30362,CLiAz,"caudal linear nucleus of the raphe, azygos division",1337,,,,245,130,48,,,,,,,,,,"caudal linear nucleus of the raphe, azygos division",,,,,,HOMBA:AA30361,1028.0
1030,HOMBA:12233,CLiZ,"caudal linear nucleus of the raphe, zygos division",1338,"caudal linear nucleus of the raphe, zygos part",CLinZ,12233.0,0,128,128,,,,,,,,,,"caudal linear nucleus of the raphe, zygos division",,,,,,HOMBA:AA30361,1028.0
1031,HOMBA:AA30363,MCc,central cell groups in midbrain,1339,,,,0,0,128,,,,,,,central cell groups in midbrain,,,,,,,,,HOMBA:12195,985.0
1032,HOMBA:12247,RN,red nucleus,359,red nucleus,RN,12247.0,162,25,29,,,,,,,,red nucleus,,,,,,,,HOMBA:AA30363,1031.0
1033,HOMBA:12248,RNdm,"red nucleus, dorsomedial division",1340,"red nucleus, dorsomedial part",RNdm,12248.0,245,130,48,,,,,,,,,"red nucleus, dorsomedial division",,,,,,,HOMBA:12247,1032.0
1034,HOMBA:12249,RNmc,"red nucleus, magnocellular division",1341,"red nucleus, magnocellular part",RNmc,12249.0,0,0,128,,,,,,,,,"red nucleus, magnocellular division",,,,,,,HOMBA:12247,1032.0
1035,HOMBA:12250,RNpc,"red nucleus, parvicellular division",1342,"red nucleus, parvicellular part",RNpc,12250.0,255,215,180,,,,,,,,,"red nucleus, parvicellular division",,,,,,,HOMBA:12247,1032.0
1036,HOMBA:AA30364,PRu,perirubral region of central cell groups,1343,,,,250,190,212,,,,,,,,perirubral region of central cell groups,,,,,,,,HOMBA:AA30363,1031.0
1037,HOMBA:AA30365,PrR,prerubral regions,1344,,,,0,128,128,,,,,,,,,prerubral regions,,,,,,,HOMBA:AA30364,1036.0
1038,HOMBA:12289,RRF,retrorubral field (retroisthmic nucleus),1345,retrorubral field,RRF,12289.0,145,30,180,,,,,,,,,retrorubral field (retroisthmic nucleus),,,,,,,HOMBA:AA30364,1036.0
1039,HOMBA:AA30366,RR,retrorubral nucleus,1346,,,,255,215,180,,,,,,,,,,retrorubral nucleus,,,,,,HOMBA:12289,1038.0
1040,HOMBA:AA30843,DA8,A8 dopamine cell group,1347,,,,230,25,75,,,,,,,,,,A8 dopamine cell group,,,,,,HOMBA:12289,1038.0
1041,HOMBA:AA30367,PaR,pararubral nucleus,1348,,,,128,128,0,,,,,,,,,pararubral nucleus,,,,,,,HOMBA:AA30364,1036.0
1042,HOMBA:AA30368,MVC,ventral cell groups in midbrain,1349,,,,0,0,128,,,,,,,ventral cell groups in midbrain,,,,,,,,,HOMBA:12195,985.0
1043,HOMBA:12251,SN,substantia nigra,360,substantia nigra,SN,12251.0,137,82,42,,,,,,,,substantia nigra,,,,,,,,HOMBA:AA30368,1042.0
1044,HOMBA:12252,SNC,"substantia nigra, compact division",1350,"substantia nigra, compact part",SNC,12252.0,230,25,75,,,,,,,,,"substantia nigra, compact division",,,,,,,HOMBA:12251,1043.0
1045,HOMBA:12253,SNCd,"substantia nigra, compact division, dorsal subdivision",1351,"substantia nigra, compact part, dorsal subdivision",SNCd,12253.0,60,180,75,,,,,,,,,,"substantia nigra, compact division, dorsal subdivision",,,,,,HOMBA:12252,1044.0
1046,HOMBA:12254,SNCm,"substantia nigra, compact division, medial subdivision",1352,"substantia nigra, compact part, medial subdivision",SNCm,12254.0,128,128,0,,,,,,,,,,"substantia nigra, compact division, medial subdivision",,,,,,HOMBA:12252,1044.0
1047,HOMBA:12255,SNCv,"substantia nigra, compact division, ventral subdivision",1353,"substantia nigra, compact part, ventral subdivision",SNCv,12255.0,145,30,180,,,,,,,,,,"substantia nigra, compact division, ventral subdivision",,,,,,HOMBA:12252,1044.0
1048,HOMBA:12259,SNR,"substantia nigra, reticular division",1354,"substantia nigra, reticular part",SNR,12259.0,255,215,180,,,,,,,,,"substantia nigra, reticular division",,,,,,,HOMBA:12251,1043.0
1049,HOMBA:12257,SNL,"substantia nigra, lateral division",1355,"substantia nigra, lateral part",SNL,12257.0,130,194,78,,,,,,,,,"substantia nigra, lateral division",,,,,,,HOMBA:12251,1043.0
1050,HOMBA:AA30369,SNM,"substantia nigra, medial division",1356,,,,240,50,230,,,,,,,,,"substantia nigra, medial division",,,,,,,HOMBA:12251,1043.0
1051,HOMBA:12193,MTN,medial terminal nucleus of accessory nucleus of optic tract ,1357,"accessory nuclei of optic tract, medial nucleus",AOPm,12193.0,255,225,25,,,,,,,,,medial terminal nucleus of accessory nucleus of optic tract ,,,,,,,HOMBA:12251,1043.0
1052,HOMBA:146034938,VTR,ventral tegmental region of midbrain,361,ventral tegmental region of midbrain,VTR,146034938.0,0,114,37,,,,,,,,ventral tegmental region of midbrain,,,,,,,,HOMBA:AA30368,1042.0
1053,HOMBA:12261,VTA,ventral tegmental area,1358,ventral tegmental area,VTA,12261.0,221,106,34,,,,,,,,,ventral tegmental area,,,,,,,HOMBA:146034938,1052.0
1054,HOMBA:12262,IF,interfascicular nucleus,1359,interfascicular nucleus,IF,12262.0,255,225,25,,,,,,,,,interfascicular nucleus,,,,,,,HOMBA:146034938,1052.0
1055,HOMBA:12263,PBP,parabrachial pigmented nucleus,1360,parabrachial pigmented nucleus,PBP,12263.0,240,50,230,,,,,,,,,parabrachial pigmented nucleus,,,,,,,HOMBA:146034938,1052.0
1056,HOMBA:12264,PIF,parainterfascicular nucleus,1361,parainterfascicular nucleus,PIF,12264.0,240,50,230,,,,,,,,,parainterfascicular nucleus,,,,,,,HOMBA:146034938,1052.0
1057,HOMBA:12265,PaN,paranigral nucleus,1362,paranigral nucleus,PaN,12265.0,145,30,180,,,,,,,,,paranigral nucleus,,,,,,,HOMBA:146034938,1052.0
1058,HOMBA:12270,IP,interpeduncular nucleus,362,interpeduncular nucleus,IP,12270.0,70,94,82,,,,,,,,interpeduncular nucleus,,,,,,,,HOMBA:AA30368,1042.0
1059,HOMBA:12271,IPap,"interpeduncular nucleus, apical division",1363,"interpeduncular nucleus, apical subnucleus",IPa,12271.0,210,245,60,,,,,,,,,"interpeduncular nucleus, apical division",,,,,,,HOMBA:12270,1058.0
1060,HOMBA:12272,IPc,"interpeduncular nucleus, caudal division",1364,"interpeduncular nucleus, caudal subnucleus",IPc,12272.0,0,130,200,,,,,,,,,"interpeduncular nucleus, caudal division",,,,,,,HOMBA:12270,1058.0
1061,HOMBA:12273,IPdm,"interpeduncular nucleus, dorsomedial division",1365,"interpeduncular nucleus, dorsomedial subnucleus",IPdm,12273.0,245,130,48,,,,,,,,,"interpeduncular nucleus, dorsomedial division",,,,,,,HOMBA:12270,1058.0
1062,HOMBA:12274,IPi,"interpeduncular nucleus, intermediate division",1366,"interpeduncular nucleus, intermediate subnucleus",IPi,12274.0,0,130,200,,,,,,,,,"interpeduncular nucleus, intermediate division",,,,,,,HOMBA:12270,1058.0
1063,HOMBA:12275,IPl,"interpeduncular nucleus, lateral division",1367,"interpeduncular nucleus, lateral subnucleus",IPl,12275.0,255,225,25,,,,,,,,,"interpeduncular nucleus, lateral division",,,,,,,HOMBA:12270,1058.0
1064,HOMBA:12276,IPr,"interpeduncular nucleus, rostral division",1368,"interpeduncular nucleus, rostral subnucleus",Ipr,12276.0,128,0,0,,,,,,,,,"interpeduncular nucleus, rostral division",,,,,,,HOMBA:12270,1058.0
1065,HOMBA:AA30370,MLC,lateral cell groups in midbrain,1369,,,,250,190,212,,,,,,,lateral cell groups in midbrain,,,,,,,,,HOMBA:12195,985.0
1066,HOMBA:12495,PaL,paralemniscal nucleus,1370,paralemniscal nucleus,PLN,12495.0,128,128,128,,,,,,,,paralemniscal nucleus,,,,,,,,HOMBA:AA30370,1065.0
1067,HOMBA:12312,PBG,parabigeminal nucleus,1371,parabigeminal nucleus,PBG,12312.0,128,0,0,,,,,,,,parabigeminal nucleus,,,,,,,,HOMBA:AA30370,1065.0
1068,HOMBA:12281,MiTg,microcellular tegmental nucleus,1372,microcellular tegmental nucleus,MiTg,12281.0,145,30,180,,,,,,,,microcellular tegmental nucleus,,,,,,,,HOMBA:AA30370,1065.0
1069,HOMBA:12313,Sag,sagulum nucleus (nucleus sagulum),1373,sagulum nucleus,Sag,12313.0,255,225,25,,,,,,,,sagulum nucleus (nucleus sagulum),,,,,,,,HOMBA:AA30370,1065.0
1070,HOMBA:12290,SbB,subbrachial nucleus,1374,subbrachial nucleus,SubB,12290.0,255,225,25,,,,,,,,subbrachial nucleus,,,,,,,,HOMBA:AA30370,1065.0
1071,HOMBA:12192,LTN,lateral terminal nucleus of accessory nucleus of optic tract ,1375,"accessory nuclei of optic tract, lateral nucleus",AOPl,12192.0,128,0,0,,,,,,,,lateral terminal nucleus of accessory nucleus of optic tract ,,,,,,,,HOMBA:AA30370,1065.0
1072,HOMBA:12239,MRF,midbrain reticular formation,358,midbrain reticular formation,MRF,12239.0,152,206,71,,,,,,,midbrain reticular formation,,,,,,,,,HOMBA:12195,985.0
1073,HOMBA:12240,CnF,cuneiform nucleus,1376,cuneiform nucleus,CnF,12240.0,128,128,128,,,,,,,,cuneiform nucleus,,,,,,,,HOMBA:12239,1072.0
1074,HOMBA:AA30371,CnFd,dorsal division of cuneiform nucleus,1377,,,,220,190,255,,,,,,,,,dorsal division of cuneiform nucleus,,,,,,,HOMBA:12240,1073.0
1075,HOMBA:AA30372,CnFv,ventral division of cuneiform nucleus,1378,,,,255,225,25,,,,,,,,,ventral division of cuneiform nucleus,,,,,,,HOMBA:12240,1073.0
1076,HOMBA:12241,PrCnF,precuneiform area,1379,precuneiform area,PrCnF,12241.0,128,128,128,,,,,,,,precuneiform area,,,,,,,,HOMBA:12239,1072.0
1077,HOMBA:12242,U-mb,nucleus U of midbrain,1380,nucleus U,U,12242.0,170,110,40,,,,,,,,nucleus U of midbrain,,,,,,,,HOMBA:12239,1072.0
1078,HOMBA:12243,PTg,pedunculo(pontine) tegmental  nucleus,1381,pedunculo(pontine) tegmental  nucleus,PTg,12243.0,255,215,180,,,,,,,,pedunculo(pontine) tegmental  nucleus,,,,,,,,HOMBA:12239,1072.0
1079,HOMBA:12244,PTgC,"pedunculo(pontine) tegmental  nucleus, compact division",1382,"pedunculo(pontine) tegmental  nucleus, compact part",PTgC,12244.0,245,130,48,,,,,,,,,"pedunculo(pontine) tegmental  nucleus, compact division",,,,,,,HOMBA:12243,1078.0
1080,HOMBA:12245,PTgD,"pedunculo(pontine) tegmental  nucleus, dissipated division",1383,"pedunculo(pontine) tegmental  nucleus, dissipated part",PTgD,12245.0,0,0,128,,,,,,,,,"pedunculo(pontine) tegmental  nucleus, dissipated division",,,,,,,HOMBA:12243,1078.0
1081,HOMBA:12246,SCnF,subcuneiform nucleus,1384,subcuneiform nucleus,SubCn,12246.0,230,25,75,,,,,,,,subcuneiform nucleus,,,,,,,,HOMBA:12239,1072.0
1082,HOMBA:12282,PaC,paracollicular tegmentum,1385,paracollicular tegmentum,PaC,12282.0,128,0,0,,,,,,,,paracollicular tegmentum,,,,,,,,HOMBA:12239,1072.0
1083,HOMBA:15547,isRt,isthmic reticular formation,357,isthmic reticular formation,isRt,15547.0,250,190,212,,,,,,,,isthmic reticular formation,,,,,,,,HOMBA:12239,1072.0
1084,HOMBA:12194,INPC,interstitial nucleus of posterior commissure (nucleus of posterior commissure),1386,interstitial nucleus of posterior commissure,INPC,12194.0,0,128,128,,,,,,,,interstitial nucleus of posterior commissure (nucleus of posterior commissure),,,,,,,,HOMBA:12239,1072.0
1085,HOMBA:12279,MCPC,magocellular nucleus of posterior commissure,1387,magnocellular nucleus of the posterior commissure,MCPC,12279.0,128,128,128,,,,,,,,magocellular nucleus of posterior commissure,,,,,,,,HOMBA:12239,1072.0
1086,HOMBA:12278,InC,interstitial nucleus of Cajal,1388,interstitial nucleus of Cajal,InC,12278.0,128,0,0,,,,,,,,interstitial nucleus of Cajal,,,,,,,,HOMBA:12239,1072.0
1087,HOMBA:AA30373,InCco,core of interstitial nucleus of Cajal,1389,,,,0,128,128,,,,,,,,,core of interstitial nucleus of Cajal,,,,,,,HOMBA:12278,1086.0
1088,HOMBA:AA30374,InCsh,shell of interstitial nucleus of Cajal,1390,,,,255,225,25,,,,,,,,,shell of interstitial nucleus of Cajal,,,,,,,HOMBA:12278,1086.0
1089,HOMBA:12284,Pa4,paratrochlear nucleus,1391,paratrochlear nucleus,Pa4,12284.0,255,250,200,,,,,,,,paratrochlear nucleus,,,,,,,,HOMBA:12239,1072.0
1090,HOMBA:AA30375,MTgX,uncharted (diffuse) region in midbrain tegmentum,1392,,,,70,240,240,,,,,,,uncharted (diffuse) region in midbrain tegmentum,,,,,,,,,HOMBA:12195,985.0
1091,HOMBA:AA30376,MBDe,developing transient structures of midbrain,1393,,,,145,30,180,,,,,developing transient structures of midbrain,,,,,,,,,,,HOMBA:10648,950.0
1092,HOMBA:12326,MZM,marginal zone of midbrain,1394,marginal zone of midbrain,MZM,12326.0,170,255,195,,,,,,marginal zone of midbrain,,,,,,,,,,HOMBA:AA30376,1091.0
1093,HOMBA:12319,IZM,intermediate (mantal) zone of midbrain,1395,intermediate (mantle) zone of midbrain,IZM,12319.0,170,110,40,,,,,,intermediate (mantal) zone of midbrain,,,,,,,,,,HOMBA:AA30376,1091.0
1094,HOMBA:12320,IZMro,roof plate of midbrain,1396,roof plate of midbrain,IZMro,12320.0,128,128,0,,,,,,,roof plate of midbrain,,,,,,,,,HOMBA:12319,1093.0
1095,HOMBA:12321,IZMal,alar plate (tectal zone) of midbrain,1397,alar plate (tectal zone) of midbrain,IZMal,12321.0,255,250,200,,,,,,,alar plate (tectal zone) of midbrain,,,,,,,,,HOMBA:12319,1093.0
1096,HOMBA:12322,IZMba,basal plate of midbrain,1398,basal plate of midbrain,IZMba,12322.0,0,128,128,,,,,,,basal plate of midbrain,,,,,,,,,HOMBA:12319,1093.0
1097,HOMBA:12325,IZMfl,floor plate of midbrain,1399,floor plate of midbrain,IZMfl,12325.0,145,30,180,,,,,,,floor plate of midbrain,,,,,,,,,HOMBA:12319,1093.0
1098,HOMBA:12318,VZM,ventricular (matrix) zone of midbrain,1400,ventricular (matrix) zone of midbrain,VZM,12318.0,210,245,60,,,,,,ventricular (matrix) zone of midbrain,,,,,,,,,,HOMBA:AA30376,1091.0
1099,HOMBA:10653,HB,gray matter of hindbrain (rhombencephalon),383,hindbrain (rhombencephalon),H,10653.0,230,25,75,,,,gray matter of hindbrain (rhombencephalon),,,,,,,,,,,,HOMBA:AA30000,2.0
1100,HOMBA:AA30377,HBR,regions of hindbrain,1401,,,,60,180,75,,,,,regions of hindbrain,,,,,,,,,,,HOMBA:10653,1099.0
1101,HOMBA:10655,Met,metencephalon,385,metencephalon,Met,10655.0,171,69,68,,,,,,metencephalon,,,,,,,,,,HOMBA:AA30377,1100.0
1102,HOMBA:10656,CB,cerebellum,386,cerebellum,CB,10656.0,183,77,46,,,,,,,cerebellum,,,,,,,,,HOMBA:10655,1101.0
1103,HOMBA:10657,CBC,cerebellar cortex,387,cerebellar cortex,CBC,10657.0,206,181,251,,,,,,,,cerebellar cortex,,,,,,,,HOMBA:10656,1102.0
1104,HOMBA:AA30378,CBR,regions (lobes) of cerebellar cortex,2394,,,,255,225,25,,,,,,,,,regions (lobes) of cerebellar cortex,,,,,,,HOMBA:10657,1103.0
1105,HOMBA:12838,ACb,anterior lobe of cerebellar cortex,1403,anterior lobe,ACb,12838.0,220,190,255,,,,,,,,,,anterior lobe of cerebellar cortex,,,,,,HOMBA:AA30378,1104.0
1106,HOMBA:AA30379,ACV,"anterior lobe, vermis part",1404,,,,255,225,25,,,,,,,,,,,"anterior lobe, vermis part",,,,,HOMBA:12838,1105.0
1107,HOMBA:AA30380,CV1,lobule I (lingula),1405,,,,0,130,200,,,,,,,,,,,,lobule I (lingula),,,,HOMBA:AA30379,1106.0
1108,HOMBA:AA30381,CV23,lobule II-III (central lobule),1406,,,,255,250,200,,,,,,,,,,,,lobule II-III (central lobule),,,,HOMBA:AA30379,1106.0
1109,HOMBA:AA30382,CV2,"lobule II (central lobule, rostral part)",1407,,,,62,171,79,,,,,,,,,,,,,"lobule II (central lobule, rostral part)",,,HOMBA:AA30381,1108.0
1110,HOMBA:AA30383,CV3,"lobule III (central lobule, caudal part)",1408,,,,225,66,209,,,,,,,,,,,,,"lobule III (central lobule, caudal part)",,,HOMBA:AA30381,1108.0
1111,HOMBA:AA30384,CV45,Lobule IV-V (culmen),1409,,,,245,130,48,,,,,,,,,,,,Lobule IV-V (culmen),,,,HOMBA:AA30379,1106.0
1112,HOMBA:AA30385,CV4,"lobule IV (culmen, rostral part)",1410,,,,220,190,255,,,,,,,,,,,,,"lobule IV (culmen, rostral part)",,,HOMBA:AA30384,1111.0
1113,HOMBA:AA30386,CV5,"lobule V (culmen, caudal part)",1411,,,,245,130,48,,,,,,,,,,,,,"lobule V (culmen, caudal part)",,,HOMBA:AA30384,1111.0
1114,HOMBA:AA30387,ACH,"anterior lobe, hemisphere part",1412,,,,145,30,180,,,,,,,,,,,"anterior lobe, hemisphere part",,,,,HOMBA:12838,1105.0
1115,HOMBA:AA30388,CH23,lobule II-III (wing of central lobule),1413,,,,255,250,200,,,,,,,,,,,,lobule II-III (wing of central lobule),,,,HOMBA:AA30387,1114.0
1116,HOMBA:AA30389,CH2,"lobule II (wing of central lobule, rostral part)",1414,,,,170,255,195,,,,,,,,,,,,,"lobule II (wing of central lobule, rostral part)",,,HOMBA:AA30388,1115.0
1117,HOMBA:AA30390,CH3,"lobule III (wing of central lobule, caudal part)",1415,,,,250,190,212,,,,,,,,,,,,,"lobule III (wing of central lobule, caudal part)",,,HOMBA:AA30388,1115.0
1118,HOMBA:AA30391,CH45,Lobule IV-V (quadrangular lobule),1416,,,,255,225,25,,,,,,,,,,,,Lobule IV-V (quadrangular lobule),,,,HOMBA:AA30387,1114.0
1119,HOMBA:AA30392,CH4,"lobule IV (quadrangular lobule, rostral part)",1417,,,,0,130,200,,,,,,,,,,,,,"lobule IV (quadrangular lobule, rostral part)",,,HOMBA:AA30391,1118.0
1120,HOMBA:AA30393,CH5,"lobule V (quadrangular lobule, caudal part)",1418,,,,255,250,200,,,,,,,,,,,,,"lobule V (quadrangular lobule, caudal part)",,,HOMBA:AA30391,1118.0
1121,HOMBA:12844,PCb,posterior lobe of cerebellar cortex,1419,posterior lobe,PCb,12844.0,0,130,200,,,,,,,,,,posterior lobe of cerebellar cortex,,,,,,HOMBA:AA30378,1104.0
1122,HOMBA:AA30394,PCV,"posterior lobe, vermis part",1420,,,,210,245,60,,,,,,,,,,,"posterior lobe, vermis part",,,,,HOMBA:12844,1121.0
1123,HOMBA:AA30395,CV6,lobule VI (declive),1421,,,,255,225,25,,,,,,,,,,,,lobule VI (declive),,,,HOMBA:AA30394,1122.0
1124,HOMBA:AA30396,CV6a,"lobule VIA (declive, rostral part)",1422,,,,210,245,60,,,,,,,,,,,,,"lobule VIA (declive, rostral part)",,,HOMBA:AA30395,1123.0
1125,HOMBA:AA30397,CV6b,"Lobule VIB (declive, caudal part)",1423,,,,70,240,240,,,,,,,,,,,,,"Lobule VIB (declive, caudal part)",,,HOMBA:AA30395,1123.0
1126,HOMBA:AA30398,CV7,lobule VII (folium and tuber),1424,,,,250,190,212,,,,,,,,,,,,lobule VII (folium and tuber),,,,HOMBA:AA30394,1122.0
1127,HOMBA:AA30399,CV7a,lobule VIIA-folium and tuber,1425,,,,0,130,200,,,,,,,,,,,,,lobule VIIA-folium and tuber,,,HOMBA:AA30398,1126.0
1128,HOMBA:AA30400,CV7a1,lobule VIIAf (folium),1426,,,,170,110,40,,,,,,,,,,,,,,lobule VIIAf (folium),,HOMBA:AA30399,1127.0
1129,HOMBA:AA30401,CV7a2,"lobule VIIAt (tuber, part 1)",1427,,,,145,30,180,,,,,,,,,,,,,,"lobule VIIAt (tuber, part 1)",,HOMBA:AA30399,1127.0
1130,HOMBA:AA30402,CV7b,"lobule VIIB (tuber, part 2)",1428,,,,245,130,48,,,,,,,,,,,,,"lobule VIIB (tuber, part 2)",,,HOMBA:AA30398,1126.0
1131,HOMBA:AA30403,CV8,Lobule VIII (pyramis),1429,,,,230,25,75,,,,,,,,,,,,Lobule VIII (pyramis),,,,HOMBA:AA30394,1122.0
1132,HOMBA:AA30404,CV8a,"lobule VIIIA (pyramis, part 1)",1430,,,,255,225,25,,,,,,,,,,,,,"lobule VIIIA (pyramis, part 1)",,,HOMBA:AA30403,1131.0
1133,HOMBA:AA30405,CV8b,"lobule VIIIB (pyramis, part 2)",1431,,,,255,215,180,,,,,,,,,,,,,"lobule VIIIB (pyramis, part 2)",,,HOMBA:AA30403,1131.0
1134,HOMBA:AA30406,CV9,lobule IX (uvula),1432,,,,128,124,0,,,,,,,,,,,,lobule IX (uvula),,,,HOMBA:AA30394,1122.0
1135,HOMBA:AA30407,PCH,"posterior lobe, hemisphere part",1433,,,,145,30,180,,,,,,,,,,,"posterior lobe, hemisphere part",,,,,HOMBA:12844,1121.0
1136,HOMBA:AA30408,CH6,lobule VI (simple lobule),1434,,,,210,245,60,,,,,,,,,,,,lobule VI (simple lobule),,,,HOMBA:AA30407,1135.0
1137,HOMBA:AA30409,CH6a,"lobule VIA (simple lobule, rostral part)",1435,,,,117,61,185,,,,,,,,,,,,,"lobule VIA (simple lobule, rostral part)",,,HOMBA:AA30408,1136.0
1138,HOMBA:AA30410,CH6b,"Lobule VIB (simple lobule, caudal part)",1436,,,,255,215,180,,,,,,,,,,,,,"Lobule VIB (simple lobule, caudal part)",,,HOMBA:AA30408,1136.0
1139,HOMBA:AA30411,CH7,lobule VII (semilunar-gracile lobule),1437,,,,0,130,200,,,,,,,,,,,,lobule VII (semilunar-gracile lobule),,,,HOMBA:AA30407,1135.0
1140,HOMBA:AA30412,CH7a,lobule VIIA (semilunar lobule/ansiform lobule),1438,,,,250,190,212,,,,,,,,,,,,,lobule VIIA (semilunar lobule/ansiform lobule),,,HOMBA:AA30411,1139.0
1141,HOMBA:AA30857,CH7a1,lobule VIIA/crus I (superior semilunar lobule),1439,,,,170,255,195,,,,,,,,,,,,,,lobule VIIA/crus I (superior semilunar lobule),,HOMBA:AA30412,1140.0
1142,HOMBA:AA30858,CH7a2,lobule VIIA/crus II (inferior semilunar lobule),1440,,,,230,25,75,,,,,,,,,,,,,,lobule VIIA/crus II (inferior semilunar lobule),,HOMBA:AA30412,1140.0
1143,HOMBA:AA30415,CH7b,lobule VIIB (gracile lobule),1441,,,,128,0,0,,,,,,,,,,,,,lobule VIIB (gracile lobule),,,HOMBA:AA30411,1139.0
1144,HOMBA:AA30416,CH8,Lobule VIII (biventral lobule),1442,,,,145,30,180,,,,,,,,,,,,Lobule VIII (biventral lobule),,,,HOMBA:AA30407,1135.0
1145,HOMBA:AA30417,CH8a,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",1443,,,,0,128,128,,,,,,,,,,,,,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",,,HOMBA:AA30416,1144.0
1146,HOMBA:AA30418,CH8b,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",1444,,,,0,128,128,,,,,,,,,,,,,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",,,HOMBA:AA30416,1144.0
1147,HOMBA:AA30419,CH9,lobule IX (tonsil-paraflocculus),1445,,,,255,225,25,,,,,,,,,,,,lobule IX (tonsil-paraflocculus),,,,HOMBA:AA30407,1135.0
1148,HOMBA:AA30420,CH9a,lobule IXa (tonsil),1446,,,,94,234,145,,,,,,,,,,,,,lobule IXa (tonsil),,,HOMBA:AA30419,1147.0
1149,HOMBA:AA30421,CH9b,lobule IXb (paraflocculus),1447,,,,141,171,207,,,,,,,,,,,,,lobule IXb (paraflocculus),,,HOMBA:AA30419,1147.0
