record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
3339,ACX dorsal,auditory cortex dorsal,Mouse,PM32424057,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"auditory cortex dorsal is part of cerebral cortex. | Dorsal auditory cortex is cortical. | Auditory cortex dorsal is part of auditory cortex, cortical region.",auditory cortex dorsal is part of cerebral cortex.,Dorsal auditory cortex is cortical.,"Auditory cortex dorsal is part of auditory cortex, cortical region.",,,
3340,ACx layer 5,auditory cortex layer 5,Gerbil,PM41090114,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,auditory cortex layer 5 is a cortical lamina. | Layer 5 of auditory cortex is cortical. | Auditory cortex layer 5 is a layer of cortical auditory area.,auditory cortex layer 5 is a cortical lamina.,Layer 5 of auditory cortex is cortical.,Auditory cortex layer 5 is a layer of cortical auditory area.,,,
3341,ACX primary,auditory cortex primary,Mouse,PM32424057,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,auditory cortex primary is part of cerebral cortex. | Primary auditory cortex is cortical. | Primary auditory cortex (ACX) is a cortical area.,auditory cortex primary is part of cerebral cortex.,Primary auditory cortex is cortical.,Primary auditory cortex (ACX) is a cortical area.,,,
3342,ACX ventral,auditory cortex ventral,Mouse,PM32424057,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Auditory cortex ventral is part of cerebral cortex. | Auditory cortex is neocortex, clearly cortical. | Auditory cortex ventral is a region of cerebral cortex.",Auditory cortex ventral is part of cerebral cortex.,"Auditory cortex is neocortex, clearly cortical.",Auditory cortex ventral is a region of cerebral cortex.,,,
3343,ACx VIP cells,auditory cortex VIP cells,Mouse,PM34610277,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Auditory cortex VIP cells are in cortical area. | Auditory cortex VIP cells are within auditory cortex, cortical. | Auditory cortex VIP cells refers to cells within auditory cortex, a cortical region.",Auditory cortex VIP cells are in cortical area.,"Auditory cortex VIP cells are within auditory cortex, cortical.","Auditory cortex VIP cells refers to cells within auditory cortex, a cortical region.",,,
3344,AD-projecting RSCg neurons,"AD-projecting rostral retrosplenial cortex, granular neurons",Mouse,PM39511453,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Retrosplenial cortex is part of cerebral cortex. | Rostral retrosplenial cortex is part of cerebral cortex. | Rostral retrosplenial cortex, granular is part of the cerebral cortex.",Retrosplenial cortex is part of cerebral cortex.,Rostral retrosplenial cortex is part of cerebral cortex.,"Rostral retrosplenial cortex, granular is part of the cerebral cortex.",,,
3345,AD/AV,anterodorsal/anteroventral thalamic nucleus,Mouse,PM38317261,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Thalamic nuclei are subcortical gray matter. | Anterodorsal/anteroventral thalamic nuclei are thalamic, subcortical. | Anterodorsal/anteroventral thalamic nucleus is a subcortical thalamic nucleus.",Thalamic nuclei are subcortical gray matter.,"Anterodorsal/anteroventral thalamic nuclei are thalamic, subcortical.",Anterodorsal/anteroventral thalamic nucleus is a subcortical thalamic nucleus.,,,
3346,aD1R,anterior dopamine type 1 receptor neurons,Mouse,PM37952812,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.5,'Anterior dopamine type 1 receptor neurons' lacks clear anatomical locus; could be cortical or subcortical. | Anterior dopamine type 1 receptor neurons are not region-specific; could be cortical or subcortical. | Anterior dopamine type 1 receptor neurons is a cell type not tied to a specific region; could be cortical or subcortical.,'Anterior dopamine type 1 receptor neurons' lacks clear anatomical locus; could be cortical or subcortical.,Anterior dopamine type 1 receptor neurons are not region-specific; could be cortical or subcortical.,Anterior dopamine type 1 receptor neurons is a cell type not tied to a specific region; could be cortical or subcortical.,,,
3347,ADAV,anterodorsal and anteroventral thalamic nuclei,,PM34170817,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,Thalamic nuclei are subcortical. | Anterodorsal and anteroventral thalamic nuclei are subcortical. | Anterodorsal and anteroventral thalamic nuclei are subcortical structures.,Thalamic nuclei are subcortical.,Anterodorsal and anteroventral thalamic nuclei are subcortical.,Anterodorsal and anteroventral thalamic nuclei are subcortical structures.,,,
3348,Adcyap1-nAmb,Adcyap1-expressing neurons in nucleus ambiguus,Mouse,PM38168262,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Nucleus ambiguus is a brainstem nucleus, clearly subcortical. | Nucleus ambiguus is a brainstem nucleus (subcortical). | Nucleus ambiguus is a brainstem nucleus, thus subcortical.","Nucleus ambiguus is a brainstem nucleus, clearly subcortical.",Nucleus ambiguus is a brainstem nucleus (subcortical).,"Nucleus ambiguus is a brainstem nucleus, thus subcortical.",,,
3349,adipocytes,adipocytes,Mouse,PM42443582,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9967,"Adipocytes are fat cells, non-neural tissue. | Adipocytes are non-neural fat cells. | Adipocytes are non-neural tissue (fat cells).","Adipocytes are fat cells, non-neural tissue.",Adipocytes are non-neural fat cells.,Adipocytes are non-neural tissue (fat cells).,,,
3350,adjacent cortices,,Rat,PM35107125,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.85,"'Adjacent cortices' likely refers to cerebral cortex areas, but vague. | Adjacent cortices refers to neighboring cortical areas. | 'Adjacent cortices' refers to cerebral cortical areas.","'Adjacent cortices' likely refers to cerebral cortex areas, but vague.",Adjacent cortices refers to neighboring cortical areas.,'Adjacent cortices' refers to cerebral cortical areas.,,,
3351,afferent neurons,,,PM34822765,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9333,"'Afferent neurons' is a general cell type, not a specific brain region. | Generic term for neurons, not a specific brain region. | 'Afferent neurons' is a general neuronal type, not a specific brain region.","'Afferent neurons' is a general cell type, not a specific brain region.","Generic term for neurons, not a specific brain region.","'Afferent neurons' is a general neuronal type, not a specific brain region.",,,
3352,afferent terminals,,Rodent,PM32631938,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9333,"'Afferent terminals' is a general term, not a specific anatomical region. | Generic term for terminals, not a specific brain region. | 'Afferent terminals' are nerve endings, not a region.","'Afferent terminals' is a general term, not a specific anatomical region.","Generic term for terminals, not a specific brain region.","'Afferent terminals' are nerve endings, not a region.",,,
3353,afferent vagus nerve,afferent vagus nerve,Mouse,PM36192157,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Vagus nerve is a peripheral nerve, not a CNS region. | Vagus nerve is a cranial nerve (PNS), not CNS region. | Vagus nerve is a cranial nerve (PNS), not CNS region.","Vagus nerve is a peripheral nerve, not a CNS region.","Vagus nerve is a cranial nerve (PNS), not CNS region.","Vagus nerve is a cranial nerve (PNS), not CNS region.",,,
3354,afferents,afferents,Mouse,PM37609680,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.95,"'afferents' is a general term for inputs, not a specific brain region. | Generic term for neural inputs, not a specific brain region. | 'afferents' refers to fibers/tracts, not a specific brain region.","'afferents' is a general term for inputs, not a specific brain region.","Generic term for neural inputs, not a specific brain region.","'afferents' refers to fibers/tracts, not a specific brain region.",,,
3355,AG,angular gyrus,Human,PM38376527,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Angular gyrus is a cortical gyrus in parietal lobe. | Angular gyrus is part of the cerebral cortex (parietal lobe). | Angular gyrus is a cortical gyrus of the parietal lobe.,Angular gyrus is a cortical gyrus in parietal lobe.,Angular gyrus is part of the cerebral cortex (parietal lobe).,Angular gyrus is a cortical gyrus of the parietal lobe.,,,
3356,AGm,rostral agranular medial cortex,Rat,PM33914862,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Rostral agranular medial cortex is a cortical area (medial agranular cortex). | Rostral agranular medial cortex is a cortical area (medial prefrontal). | Rostral agranular medial cortex is a prefrontal cortical area.,Rostral agranular medial cortex is a cortical area (medial agranular cortex).,Rostral agranular medial cortex is a cortical area (medial prefrontal).,Rostral agranular medial cortex is a prefrontal cortical area.,,,
3357,agranular pIC,agranular posterior insular cortex,Rat,PM35622887,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,Agranular posterior insular cortex is part of cerebral cortex (insula). | Agranular posterior insular cortex is part of the insular cortex. | Agranular posterior insular cortex is part of cerebral cortex.,Agranular posterior insular cortex is part of cerebral cortex (insula).,Agranular posterior insular cortex is part of the insular cortex.,Agranular posterior insular cortex is part of cerebral cortex.,,,
3358,AgRP neurons in the ARC,agouti-related peptide neurons in the arcuate nucleus,Mouse,PM39005380,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,Arcuate nucleus of hypothalamus is a subcortical structure. | Arcuate nucleus is a hypothalamic nucleus (subcortical). | Arcuate nucleus is a hypothalamic nucleus (subcortical).,Arcuate nucleus of hypothalamus is a subcortical structure.,Arcuate nucleus is a hypothalamic nucleus (subcortical).,Arcuate nucleus is a hypothalamic nucleus (subcortical).,,,
3359,AHAPV,parvalbumin-positive anterior hypothalamic area neurons,Mouse,PM37490921,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,Anterior hypothalamic area is subcortical (hypothalamus). | Anterior hypothalamic area is a subcortical structure. | Anterior hypothalamic area is subcortical gray matter.,Anterior hypothalamic area is subcortical (hypothalamus).,Anterior hypothalamic area is a subcortical structure.,Anterior hypothalamic area is subcortical gray matter.,,,
3360,AHiPM,amygdalo-hippocampal transition area,Mouse,PM36736416,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8667,"Transition area between amygdala and hippocampus, both subcortical. | Amygdalo-hippocampal transition area is part of amygdala/hippocampal formation, both subcortical. | Amygdalo-hippocampal transition area is a region between amygdala and hippocampus, both subcortical.","Transition area between amygdala and hippocampus, both subcortical.","Amygdalo-hippocampal transition area is part of amygdala/hippocampal formation, both subcortical.","Amygdalo-hippocampal transition area is a region between amygdala and hippocampus, both subcortical.",,,
3361,AI-DI,,Rat,PM40352758,1,1,cortical,flash,ambiguous,cortical,cortical,2/3,2-1,,,,,,medium,0.7167,"Acronym AI-DI not expanded; could be cortical (anterior insular) or other. | AI-DI likely refers to agranular/dysgranular insular cortex, which is cortical; expansion not explicit. | AI-DI stands for agranular/dysgranular insular cortex, part of cerebral cortex.",Acronym AI-DI not expanded; could be cortical (anterior insular) or other.,"AI-DI likely refers to agranular/dysgranular insular cortex, which is cortical; expansion not explicit.","AI-DI stands for agranular/dysgranular insular cortex, part of cerebral cortex.",,,
3362,aIC parvalbumin-expressing cells,anterior insular cortex parvalbumin-expressing cells,Mouse,PM39779373,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,Anterior insular cortex is part of cerebral cortex. | Anterior insular cortex is part of cerebral cortex. | Anterior insular cortex is cortical; parvalbumin-expressing cells are a subset within it.,Anterior insular cortex is part of cerebral cortex.,Anterior insular cortex is part of cerebral cortex.,Anterior insular cortex is cortical; parvalbumin-expressing cells are a subset within it.,,,
3363,aIC→BLA projection neurons,anterior insular cortex to basolateral amygdala projection neurons,Mouse,PM39779373,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.8667,Projection neurons from anterior insular cortex; cell bodies in cortex. | Neurons originate in anterior insular cortex (cortical) projecting to BLA. | Projection neurons from anterior insular cortex (cortical) to BLA; origin is cortical.,Projection neurons from anterior insular cortex; cell bodies in cortex.,Neurons originate in anterior insular cortex (cortical) projecting to BLA.,Projection neurons from anterior insular cortex (cortical) to BLA; origin is cortical.,,,
3364,aIP-derived SPNs,anterior insula progenitor-derived striatal spiny projection neurons,Mouse,PM33910016,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,medium,0.7333,"Striatal spiny projection neurons derived from anterior insula, but located in striatum (subcortical). | Striatal spiny projection neurons located in striatum (subcortical), despite insula origin. | Striatal spiny projection neurons derived from anterior insula; target population is in striatum (subcortical).","Striatal spiny projection neurons derived from anterior insula, but located in striatum (subcortical).","Striatal spiny projection neurons located in striatum (subcortical), despite insula origin.",Striatal spiny projection neurons derived from anterior insula; target population is in striatum (subcortical).,,,
3365,aIPL,anterior inferior parietal lobule,Human,PM32428227,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,Anterior inferior parietal lobule is a cortical region. | Anterior inferior parietal lobule is cerebral cortex. | Anterior inferior parietal lobule is a cortical region of parietal cortex.,Anterior inferior parietal lobule is a cortical region.,Anterior inferior parietal lobule is cerebral cortex.,Anterior inferior parietal lobule is a cortical region of parietal cortex.,,,
3366,airway,airway,guinea pig,PM42205500,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9833,"Airway is a respiratory tract structure, not a brain region. | Non-neural; respiratory structure, not part of the brain. | airway is respiratory system, not neural tissue","Airway is a respiratory tract structure, not a brain region.","Non-neural; respiratory structure, not part of the brain.","airway is respiratory system, not neural tissue",,,
3367,airway smooth muscles,airway smooth muscles,,PM34755535,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9833,Airway smooth muscles are non-neural respiratory tissue. | Non-neural; smooth muscle of airway. | airway smooth muscles are non-neural tissue,Airway smooth muscles are non-neural respiratory tissue.,Non-neural; smooth muscle of airway.,airway smooth muscles are non-neural tissue,,,
3368,airways,airways,Rat,PM33873234,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9833,"Airways refer to respiratory passages, not brain regions. | Non-neural; airways, not brain tissue. | airways are respiratory system, not brain region","Airways refer to respiratory passages, not brain regions.","Non-neural; airways, not brain tissue.","airways are respiratory system, not brain region",,,
3369,AL hub,antennal lobe hub,,PM32949023,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Antennal lobe hub is an insect olfactory structure, not mammalian. | Non-mammalian insect brain region (antennal lobe), not mammalian CNS. | antennal lobe hub is insect olfactory structure, not mammalian","Antennal lobe hub is an insect olfactory structure, not mammalian.","Non-mammalian insect brain region (antennal lobe), not mammalian CNS.","antennal lobe hub is insect olfactory structure, not mammalian",,,
3370,alBNST,,Mouse,PM36861029,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"alBNST is the anterolateral bed nucleus of stria terminalis, a subcortical region. | BNST is a subcortical nucleus (bed nucleus of stria terminalis). | alBNST is anterolateral bed nucleus of stria terminalis, part of extended amygdala (subcortical)","alBNST is the anterolateral bed nucleus of stria terminalis, a subcortical region.",BNST is a subcortical nucleus (bed nucleus of stria terminalis).,"alBNST is anterolateral bed nucleus of stria terminalis, part of extended amygdala (subcortical)",,,
3371,ALDH1A1+ DANs,ALDH1A1+ dopaminergic neurons,Mouse,PM41472677,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9167,"ALDH1A1+ dopaminergic neurons reside in subcortical midbrain nuclei. | Dopaminergic neurons likely in VTA/SNc, subcortical midbrain nuclei. | ALDH1A1+ dopaminergic neurons are in substantia nigra/VTA, subcortical midbrain nuclei",ALDH1A1+ dopaminergic neurons reside in subcortical midbrain nuclei.,"Dopaminergic neurons likely in VTA/SNc, subcortical midbrain nuclei.","ALDH1A1+ dopaminergic neurons are in substantia nigra/VTA, subcortical midbrain nuclei",,,
3372,ALH,anterior lateral hypothalamic area,Mouse,PM42455384,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Anterior lateral hypothalamic area is a subcortical hypothalamic nucleus. | Anterior lateral hypothalamic area is part of hypothalamus, subcortical. | anterior lateral hypothalamic area is part of hypothalamus (subcortical).",Anterior lateral hypothalamic area is a subcortical hypothalamic nucleus.,"Anterior lateral hypothalamic area is part of hypothalamus, subcortical.",anterior lateral hypothalamic area is part of hypothalamus (subcortical).,,,
3373,all neurons,,Mouse,PM32405029,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9967,"'All neurons' is a non-regional umbrella term covering all neurons; not a specific brain region. | Generic term 'all neurons' not a specific brain region. | 'all neurons' is an umbrella term, not a specific region.",'All neurons' is a non-regional umbrella term covering all neurons; not a specific brain region.,Generic term 'all neurons' not a specific brain region.,"'all neurons' is an umbrella term, not a specific region.",,,
3374,all spinal laminae except lamina X,all spinal laminae except lamina X,,PM40334752,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Spinal cord laminae are part of the spinal cord, which is subcortical. | Spinal laminae are part of spinal cord, subcortical gray matter. | Spinal laminae are gray matter of spinal cord, which is subcortical.","Spinal cord laminae are part of the spinal cord, which is subcortical.","Spinal laminae are part of spinal cord, subcortical gray matter.","Spinal laminae are gray matter of spinal cord, which is subcortical.",,,
3375,ALLN,anterior lateral line nerve,,PM41236357,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9833,"Anterior lateral line nerve is a cranial/peripheral nerve, thus other (non-brain region). | Anterior lateral line nerve is a cranial/peripheral nerve, not CNS region. | Anterior lateral line nerve is a peripheral nerve (PNS), not CNS region.","Anterior lateral line nerve is a cranial/peripheral nerve, thus other (non-brain region).","Anterior lateral line nerve is a cranial/peripheral nerve, not CNS region.","Anterior lateral line nerve is a peripheral nerve (PNS), not CNS region.",,,
3376,ALS neurons,Autonomic-related Lamina I Spinal neurons,Mouse,PM38805282,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Lamina I spinal neurons are clearly in the spinal cord, a subcortical structure. | Autonomic-related lamina I spinal neurons are spinal cord subcortical. | Autonomic-related Lamina I Spinal neurons are spinal cord gray matter (subcortical).","Lamina I spinal neurons are clearly in the spinal cord, a subcortical structure.",Autonomic-related lamina I spinal neurons are spinal cord subcortical.,Autonomic-related Lamina I Spinal neurons are spinal cord gray matter (subcortical).,,,
3377,ALS projection neurons,ALS projection neurons (aquaductus linearis superior projection neurons),Mouse,PM38143564,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.4333,Expansion 'aquaductus linearis superior' is non-standard and ambiguous; cannot confidently assign. | Fullname 'aquaductus linearis superior' is obscure; cannot determine if subcortical or other. | Fullname expansion 'aquaductus linearis superior' is non-standard and unclear; likely subcortical but uncertain.,Expansion 'aquaductus linearis superior' is non-standard and ambiguous; cannot confidently assign.,Fullname 'aquaductus linearis superior' is obscure; cannot determine if subcortical or other.,Fullname expansion 'aquaductus linearis superior' is non-standard and unclear; likely subcortical but uncertain.,,,
3378,ALS3 neurons,anterior lateral sector cluster 3 neurons,Mouse,PM37786726,1,1,other,pro,ambiguous,subcortical,other,1/3,1-1-1,other,other,other,3/3,3-0,high,0.8967,"ALS3 neurons are a neuron cluster, not a brain region. | ""anterior lateral sector cluster 3 neurons"" is a neuronal cluster, not a region. | ALS3 neurons is a cell cluster identifier, not a canonical brain region name.","Anterior lateral sector cluster 3 neurons: brain region not specified, could be spinal or cortical? Unclear.","ALS3 neurons are a spinal cord cluster (anterior lateral sector), not cortical.",Neuron cluster not a standard anatomical region; ambiguous location.,"ALS3 neurons are a neuron cluster, not a brain region.","""anterior lateral sector cluster 3 neurons"" is a neuronal cluster, not a region.","ALS3 neurons is a cell cluster identifier, not a canonical brain region name."
3379,ALS4 neurons,Autonomic-related Lamina I Spinal neurons cluster 4,Mouse,PM38805282,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Fullname specifies Lamina I spinal neurons, clearly spinal cord, subcortical. | Autonomic-related Lamina I Spinal neurons, clearly spinal cord (subcortical). | Autonomic-related Lamina I Spinal neurons cluster 4 in spinal cord.","Fullname specifies Lamina I spinal neurons, clearly spinal cord, subcortical.","Autonomic-related Lamina I Spinal neurons, clearly spinal cord (subcortical).",Autonomic-related Lamina I Spinal neurons cluster 4 in spinal cord.,,,
3380,alveoli,alveoli,,PM34755535,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9633,"Alveoli are lung structures, not neural tissue. | Alveoli are lung structures, not neural tissue. | Alveoli are lung air sacs, not neural tissue.","Alveoli are lung structures, not neural tissue.","Alveoli are lung structures, not neural tissue.","Alveoli are lung air sacs, not neural tissue.",,,
3381,aM2,anterior secondary motor cortex,Mouse,PM42395580,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9633,"Fullname 'anterior secondary motor cortex' explicitly indicates cortex. | Anterior secondary motor cortex is part of cerebral cortex. | Anterior secondary motor cortex, part of cerebral cortex.",Fullname 'anterior secondary motor cortex' explicitly indicates cortex.,Anterior secondary motor cortex is part of cerebral cortex.,"Anterior secondary motor cortex, part of cerebral cortex.",,,
3382,amBC,anteromedial barrel cortex,Mouse,PM38019920,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9633,"Anteromedial barrel cortex is part of somatosensory cortex. | Anteromedial barrel cortex is somatosensory cortex. | Anteromedial barrel cortex, part of somatosensory cortex.",Anteromedial barrel cortex is part of somatosensory cortex.,Anteromedial barrel cortex is somatosensory cortex.,"Anteromedial barrel cortex, part of somatosensory cortex.",,,
3383,ambiguus nucleus,ambiguus nucleus,Mouse,PM37348822,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9633,"Ambiguus nucleus is a brainstem nucleus, subcortical. | Ambiguus nucleus is a brainstem nucleus, subcortical. | Ambiguus nucleus is a brainstem nucleus in medulla oblongata.","Ambiguus nucleus is a brainstem nucleus, subcortical.","Ambiguus nucleus is a brainstem nucleus, subcortical.",Ambiguus nucleus is a brainstem nucleus in medulla oblongata.,,,
3384,amBNST,,Mouse,PM36861029,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"BNST is bed nucleus of stria terminalis, a subcortical structure (extended amygdala). | amBNST is an anteromedial bed nucleus of stria terminalis, a subcortical nucleus. | amBNST = anterior medial bed nucleus of stria terminalis, subcortical.","BNST is bed nucleus of stria terminalis, a subcortical structure (extended amygdala).","amBNST is an anteromedial bed nucleus of stria terminalis, a subcortical nucleus.","amBNST = anterior medial bed nucleus of stria terminalis, subcortical.",,,
3385,aMCC/dACC,anterior midcingulate cortex/dorsal anterior cingulate cortex,Human,PM37549587,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9933,"aMCC/dACC are parts of cingulate cortex, which is neocortex. | aMCC/dACC are anterior midcingulate and dorsal anterior cingulate cortex regions, both cortical. | aMCC/dACC = cingulate cortex, part of cerebral cortex.","aMCC/dACC are parts of cingulate cortex, which is neocortex.","aMCC/dACC are anterior midcingulate and dorsal anterior cingulate cortex regions, both cortical.","aMCC/dACC = cingulate cortex, part of cerebral cortex.",,,
3386,aMeA,,,PM37775310,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"aMeA stands for anterior medial amygdala, a subcortical nucleus. | aMeA is anterior medial amygdala, a subcortical structure. | aMeA = anterior medial amygdala, subcortical.","aMeA stands for anterior medial amygdala, a subcortical nucleus.","aMeA is anterior medial amygdala, a subcortical structure.","aMeA = anterior medial amygdala, subcortical.",,,
3387,AmgC/M,caudal medial amygdala,Mouse,PM37314164,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Caudal medial amygdala is part of amygdala, a subcortical structure. | AmgC/M is caudal medial amygdala, part of the subcortical amygdala. | AmgC/M = caudal medial amygdala, subcortical.","Caudal medial amygdala is part of amygdala, a subcortical structure.","AmgC/M is caudal medial amygdala, part of the subcortical amygdala.","AmgC/M = caudal medial amygdala, subcortical.",,,
3388,AmgC/M-PAG,caudal medial amygdala neurons projecting to PAG,Mouse,PM37314164,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9833,"Source region is amygdala (subcortical), projecting to PAG; region is subcortical. | Region is still caudal medial amygdala; projection to PAG does not change region type. | AmgC/M-PAG = caudal medial amygdala projecting to PAG; region is amygdala (subcortical).","Source region is amygdala (subcortical), projecting to PAG; region is subcortical.",Region is still caudal medial amygdala; projection to PAG does not change region type.,AmgC/M-PAG = caudal medial amygdala projecting to PAG; region is amygdala (subcortical).,,,
3389,Amyg,amygdala,Mouse,PM33338423,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9933,"Amygdala is a classic subcortical structure. | Amygdala is a canonical subcortical structure. | Amyg = amygdala, subcortical.",Amygdala is a classic subcortical structure.,Amygdala is a canonical subcortical structure.,"Amyg = amygdala, subcortical.",,,
3390,amygdala complex,amygdala complex,Mouse,PM36182026,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,Amygdala complex is a subcortical limbic structure. | Amygdala complex is a subcortical limbic structure. | Amygdala is a subcortical nuclear complex (part of limbic system).,Amygdala complex is a subcortical limbic structure.,Amygdala complex is a subcortical limbic structure.,Amygdala is a subcortical nuclear complex (part of limbic system).,,,
3391,"amygdala nuclei (medial, central, lateral)","medial, central and lateral amygdala nuclei",Human,PM33157259,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,"Amygdala nuclei (medial, central, lateral) are subcortical. | Amygdala nuclei are subcortical. | Amygdala nuclei are subcortical structures.","Amygdala nuclei (medial, central, lateral) are subcortical.",Amygdala nuclei are subcortical.,Amygdala nuclei are subcortical structures.,,,
3392,amygdala-hippocampus complex,,Human,PM41966229,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,Both amygdala and hippocampus are subcortical structures. | Both amygdala and hippocampus are subcortical; no cortical mixture. | Both amygdala and hippocampus are subcortical; mixture remains subcortical.,Both amygdala and hippocampus are subcortical structures.,Both amygdala and hippocampus are subcortical; no cortical mixture.,Both amygdala and hippocampus are subcortical; mixture remains subcortical.,,,
3393,amygdalar nuclei,amygdalar nuclei,Mouse,PM34117229,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,Amygdalar nuclei are subcortical. | Amygdalar nuclei are subcortical. | Amygdalar nuclei are subcortical.,Amygdalar nuclei are subcortical.,Amygdalar nuclei are subcortical.,Amygdalar nuclei are subcortical.,,,
3394,Amygdaloid region,Amygdaloid region,Rat,PM40686530,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,"Amygdaloid region is subcortical. | Amygdaloid region is the amygdala, subcortical. | Amygdaloid region refers to amygdala, a subcortical structure.",Amygdaloid region is subcortical.,"Amygdaloid region is the amygdala, subcortical.","Amygdaloid region refers to amygdala, a subcortical structure.",,,
3395,AN,auditory nerve,Mouse,PM38313270,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9767,"Auditory nerve is a cranial nerve, thus other. | AN with fullname 'auditory nerve' is a cranial nerve, peripheral nervous system. | AN stands for auditory nerve, a cranial nerve (PNS), not CNS.","Auditory nerve is a cranial nerve, thus other.","AN with fullname 'auditory nerve' is a cranial nerve, peripheral nervous system.","AN stands for auditory nerve, a cranial nerve (PNS), not CNS.",,,
